y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI,y2_state,y2_state_name
11,34,NJ,New Jersey,521,669,62209,NJ,New Jersey
11,08,CO,Colorado,521,638,66210,CO,Colorado
11,53,WA,Washington,395,528,47870,WA,Washington
11,26,MI,Michigan,289,389,34315,MI,Michigan
11,09,CT,Connecticut,283,365,30244,CT,Connecticut
11,39,OH,Ohio,267,370,26089,OH,Ohio
11,45,SC,South Carolina,248,347,31133,SC,South Carolina
11,47,TN,Tennessee,209,281,22281,TN,Tennessee
11,27,MN,Minnesota,180,231,18163,MN,Minnesota
11,41,OR,Oregon,170,211,17068,OR,Oregon
11,04,AZ,Arizona,167,209,14751,AZ,Arizona
11,10,DE,Delaware,132,189,20419,DE,Delaware
11,55,WI,Wisconsin,130,177,13464,WI,Wisconsin
11,18,IN,Indiana,119,159,10952,IN,Indiana
11,22,LA,Louisiana,116,148,12599,LA,Louisiana
11,29,MO,Missouri,112,141,10677,MO,Missouri
11,54,WV,West Virginia,110,150,13488,WV,West Virginia
11,32,NV,Nevada,100,134,11424,NV,Nevada
11,15,HI,Hawaii,96,151,13645,HI,Hawaii
11,23,ME,Maine,93,124,12625,ME,Maine
11,01,AL,Alabama,89,141,8711,AL,Alabama
11,33,NH,New Hampshire,84,117,11746,NH,New Hampshire
11,49,UT,Utah,82,105,10273,UT,Utah
11,44,RI,Rhode Island,79,110,8155,RI,Rhode Island
11,50,VT,Vermont,70,99,10408,VT,Vermont
11,40,OK,Oklahoma,65,101,5660,OK,Oklahoma
11,21,KY,Kentucky,65,89,6990,KY,Kentucky
11,35,NM,New Mexico,61,95,7590,NM,New Mexico
11,20,KS,Kansas,51,90,4397,KS,Kansas
11,28,MS,Mississippi,45,59,3518,MS,Mississippi
11,05,AR,Arkansas,45,69,4482,AR,Arkansas
11,16,ID,Idaho,42,68,4762,ID,Idaho
11,19,IA,Iowa,33,45,3437,IA,Iowa
11,30,MT,Montana,32,41,2031,MT,Montana
11,46,SD,South Dakota,24,41,3555,SD,South Dakota
11,02,AK,Alaska,22,33,2419,AK,Alaska
11,31,NE,Nebraska,20,31,1333,NE,Nebraska
11,56,WY,Wyoming,13,20,1953,WY,Wyoming
11,38,ND,North Dakota,10,16,619,ND,North Dakota
12,96,US+FO,Total Migration-US and Foreign,308392,509572,23426720,US+FO,Total Migration-US and Foreign
12,97,US,Total Migration-US,298763,493496,22745871,US,Total Migration-US
12,98,FO,Total Migration-Foreign,9629,16076,680849,FO,Total Migration-Foreign
12,97,US,Total Migration-US,380420,641780,26121835,US,Total Migration-US
12,12,FL,Florida,8674839,16303618,844657825,FL,Florida
12,13,GA,Georgia,28263,50483,1840880,GA,Georgia
12,48,TX,Texas,24196,41655,1694541,TX,Texas
12,36,NY,New York,22011,32133,1977363,NY,New York
12,37,NC,North Carolina,20553,34859,1589532,NC,North Carolina
12,06,CA,California,14113,21724,1328212,CA,California
12,47,TN,Tennessee,12505,21857,945287,TN,Tennessee
12,51,VA,Virginia,12414,21273,1014882,VA,Virginia
12,42,PA,Pennsylvania,11056,17742,801694,PA,Pennsylvania
12,39,OH,Ohio,10564,17631,757833,OH,Ohio
12,45,SC,South Carolina,9651,16939,705605,SC,South Carolina
12,57,,,9629,16076,680849,,
12,17,IL,Illinois,9299,14375,898891,IL,Illinois
12,34,NJ,New Jersey,9047,14182,785341,NJ,New Jersey
12,08,CO,Colorado,8639,13183,656331,CO,Colorado
12,01,AL,Alabama,8410,15260,514048,AL,Alabama
12,26,MI,Michigan,8263,13393,639890,MI,Michigan
12,25,MA,Massachusetts,8058,12048,666088,MA,Massachusetts
12,18,IN,Indiana,7213,12410,468248,IN,Indiana
12,24,MD,Maryland,5941,9616,471354,MD,Maryland
12,53,WA,Washington,5333,8416,433515,WA,Washington
12,21,KY,Kentucky,4792,8292,278798,KY,Kentucky
12,04,AZ,Arizona,4682,7446,384377,AZ,Arizona
12,09,CT,Connecticut,4519,7177,400305,CT,Connecticut
12,29,MO,Missouri,4238,7174,317559,MO,Missouri
12,55,WI,Wisconsin,3779,6107,294242,WI,Wisconsin
12,27,MN,Minnesota,3054,4925,266129,MN,Minnesota
12,32,NV,Nevada,3001,4674,216534,NV,Nevada
12,22,LA,Louisiana,2765,4590,180898,LA,Louisiana
12,28,MS,Mississippi,2167,3883,126274,MS,Mississippi
12,40,OK,Oklahoma,2159,3819,117266,OK,Oklahoma
12,23,ME,Maine,2029,3280,144411,ME,Maine
12,41,OR,Oregon,2012,2976,135521,OR,Oregon
12,49,UT,Utah,1995,3465,167590,UT,Utah
12,05,AR,Arkansas,1933,3541,116336,AR,Arkansas
12,20,KS,Kansas,1848,3278,120746,KS,Kansas
12,33,NH,New Hampshire,1842,2893,151029,NH,New Hampshire
12,19,IA,Iowa,1754,2849,125837,IA,Iowa
12,54,WV,West Virginia,1581,2761,85117,WV,West Virginia
12,35,NM,New Mexico,1579,2677,114734,NM,New Mexico
12,11,DC,District Of Columbia,1521,1873,129720,DC,District Of Columbia
12,44,RI,Rhode Island,1475,2315,117664,RI,Rhode Island
12,15,HI,Hawaii,1409,2493,93164,HI,Hawaii
12,31,NE,Nebraska,1211,2030,71884,NE,Nebraska
12,10,DE,Delaware,1141,1844,84267,DE,Delaware
12,02,AK,Alaska,866,1502,48818,AK,Alaska
12,16,ID,Idaho,808,1423,51851,ID,Idaho
12,50,VT,Vermont,778,1239,67047,VT,Vermont
12,30,MT,Montana,708,1151,55299,MT,Montana
12,46,SD,South Dakota,617,1000,34005,SD,South Dakota
12,38,ND,North Dakota,518,892,26406,ND,North Dakota
12,56,WY,Wyoming,453,748,32510,WY,Wyoming
13,96,US+FO,Total Migration-US and Foreign,136552,235211,9881998,US+FO,Total Migration-US and Foreign
13,97,US,Total Migration-US,133573,229794,9655795,US,Total Migration-US
13,98,FO,Total Migration-Foreign,2979,5417,226203,FO,Total Migration-Foreign
13,97,US,Total Migration-US,242990,441391,15245862,US,Total Migration-US
13,13,GA,Georgia,3777248,7730541,345942869,GA,Georgia
13,12,FL,Florida,23475,40689,2144313,FL,Florida
13,48,TX,Texas,10897,19575,748318,TX,Texas
13,45,SC,South Carolina,9309,16296,752790,SC,South Carolina
13,01,AL,Alabama,9224,17174,563162,AL,Alabama
13,37,NC,North Carolina,9082,15632,651635,NC,North Carolina
13,47,TN,Tennessee,8430,14326,618009,TN,Tennessee
13,06,CA,California,6626,10315,502361,CA,California
13,36,NY,New York,5842,8717,401779,NY,New York
13,51,VA,Virginia,4876,8619,340268,VA,Virginia
13,17,IL,Illinois,3112,4959,200643,IL,Illinois
13,08,CO,Colorado,3057,4919,240248,CO,Colorado
13,57,,,2979,5417,226203,,
13,39,OH,Ohio,2912,4981,168028,OH,Ohio
13,42,PA,Pennsylvania,2668,4461,177935,PA,Pennsylvania
13,24,MD,Maryland,2434,3994,153658,MD,Maryland
13,53,WA,Washington,2374,3924,187906,WA,Washington
13,26,MI,Michigan,2278,3852,121420,MI,Michigan
13,34,NJ,New Jersey,1893,3131,131607,NJ,New Jersey
13,04,AZ,Arizona,1802,3177,125144,AZ,Arizona
13,22,LA,Louisiana,1747,3156,88646,LA,Louisiana
13,18,IN,Indiana,1700,3080,94631,IN,Indiana
13,25,MA,Massachusetts,1607,2382,115640,MA,Massachusetts
13,21,KY,Kentucky,1574,2945,92140,KY,Kentucky
13,28,MS,Mississippi,1551,2865,79929,MS,Mississippi
13,29,MO,Missouri,1435,2608,85552,MO,Missouri
13,32,NV,Nevada,1030,1757,57044,NV,Nevada
13,55,WI,Wisconsin,991,1674,60960,WI,Wisconsin
13,27,MN,Minnesota,871,1504,57019,MN,Minnesota
13,09,CT,Connecticut,858,1423,55787,CT,Connecticut
13,05,AR,Arkansas,853,1569,50665,AR,Arkansas
13,40,OK,Oklahoma,827,1611,45185,OK,Oklahoma
13,20,KS,Kansas,794,1579,47327,KS,Kansas
13,11,DC,District Of Columbia,791,992,61527,DC,District Of Columbia
13,49,UT,Utah,778,1345,69130,UT,Utah
13,15,HI,Hawaii,677,1367,38547,HI,Hawaii
13,41,OR,Oregon,656,1089,49044,OR,Oregon
13,19,IA,Iowa,508,931,27492,IA,Iowa
13,35,NM,New Mexico,437,753,30641,NM,New Mexico
13,02,AK,Alaska,415,798,22433,AK,Alaska
13,31,NE,Nebraska,388,734,20079,NE,Nebraska
13,54,WV,West Virginia,382,691,19667,WV,West Virginia
13,10,DE,Delaware,334,594,19933,DE,Delaware
13,30,MT,Montana,324,559,22446,MT,Montana
13,16,ID,Idaho,310,550,19610,ID,Idaho
13,23,ME,Maine,302,500,22105,ME,Maine
13,44,RI,Rhode Island,233,395,14174,RI,Rhode Island
13,33,NH,New Hampshire,230,369,16557,NH,New Hampshire
13,38,ND,North Dakota,210,402,8793,ND,North Dakota
13,46,SD,South Dakota,170,303,12470,SD,South Dakota
13,56,WY,Wyoming,164,311,11039,WY,Wyoming
13,50,VT,Vermont,135,217,10355,VT,Vermont
15,96,US+FO,Total Migration-US and Foreign,28968,54517,2054760,US+FO,Total Migration-US and Foreign
15,97,US,Total Migration-US,27623,51856,1957454,US,Total Migration-US
15,98,FO,Total Migration-Foreign,1345,2661,97306,FO,Total Migration-Foreign
15,97,US,Total Migration-US,2830,4679,189991,US,Total Migration-US
15,15,HI,Hawaii,575161,1090798,49886404,HI,Hawaii
15,06,CA,California,5048,8376,407630,CA,California
15,53,WA,Washington,2451,4424,183104,WA,Washington
15,48,TX,Texas,2381,5069,160275,TX,Texas
15,32,NV,Nevada,1863,3445,125582,NV,Nevada
15,12,FL,Florida,1553,2977,120605,FL,Florida
15,57,,,1345,2661,97306,,
15,51,VA,Virginia,1169,2641,98062,VA,Virginia
15,08,CO,Colorado,1159,2143,79805,CO,Colorado
15,41,OR,Oregon,999,1613,62579,OR,Oregon
15,04,AZ,Arizona,921,1564,63771,AZ,Arizona
15,37,NC,North Carolina,809,1763,54107,NC,North Carolina
15,13,GA,Georgia,711,1558,43712,GA,Georgia
15,36,NY,New York,699,1119,49740,NY,New York
15,49,UT,Utah,655,1351,38368,UT,Utah
15,24,MD,Maryland,505,1009,40131,MD,Maryland
15,17,IL,Illinois,399,665,26906,IL,Illinois
15,47,TN,Tennessee,392,810,26226,TN,Tennessee
15,29,MO,Missouri,355,748,20748,MO,Missouri
15,45,SC,South Carolina,355,745,23661,SC,South Carolina
15,42,PA,Pennsylvania,327,516,20004,PA,Pennsylvania
15,39,OH,Ohio,301,589,18499,OH,Ohio
15,02,AK,Alaska,267,512,15980,AK,Alaska
15,25,MA,Massachusetts,266,429,18163,MA,Massachusetts
15,40,OK,Oklahoma,253,540,13179,OK,Oklahoma
15,26,MI,Michigan,250,412,17503,MI,Michigan
15,34,NJ,New Jersey,247,415,16570,NJ,New Jersey
15,16,ID,Idaho,247,489,15971,ID,Idaho
15,01,AL,Alabama,245,556,18709,AL,Alabama
15,20,KS,Kansas,225,509,13687,KS,Kansas
15,27,MN,Minnesota,215,350,11495,MN,Minnesota
15,21,KY,Kentucky,196,443,11771,KY,Kentucky
15,55,WI,Wisconsin,191,338,14557,WI,Wisconsin
15,18,IN,Indiana,190,353,11850,IN,Indiana
15,19,IA,Iowa,176,374,8533,IA,Iowa
15,22,LA,Louisiana,174,340,9159,LA,Louisiana
15,35,NM,New Mexico,168,323,12762,NM,New Mexico
15,05,AR,Arkansas,149,329,6115,AR,Arkansas
15,09,CT,Connecticut,145,300,11651,CT,Connecticut
15,30,MT,Montana,137,231,10807,MT,Montana
15,31,NE,Nebraska,124,232,6929,NE,Nebraska
15,11,DC,District Of Columbia,96,140,8873,DC,District Of Columbia
15,28,MS,Mississippi,89,169,4678,MS,Mississippi
15,33,NH,New Hampshire,78,133,5595,NH,New Hampshire
15,23,ME,Maine,75,125,4842,ME,Maine
15,46,SD,South Dakota,66,133,5738,SD,South Dakota
15,38,ND,North Dakota,64,128,2697,ND,North Dakota
15,44,RI,Rhode Island,63,136,4951,RI,Rhode Island
15,56,WY,Wyoming,55,83,3021,WY,Wyoming
15,10,DE,Delaware,49,88,2987,DE,Delaware
15,54,WV,West Virginia,43,81,3069,WV,West Virginia
15,50,VT,Vermont,28,40,2096,VT,Vermont
16,96,US+FO,Total Migration-US and Foreign,30438,54147,1951997,US+FO,Total Migration-US and Foreign
16,97,US,Total Migration-US,30020,53356,1923115,US,Total Migration-US
16,98,FO,Total Migration-Foreign,418,791,28882,FO,Total Migration-Foreign
16,97,US,Total Migration-US,24450,45531,1407846,US,Total Migration-US
16,16,ID,Idaho,704408,1512372,64181068,ID,Idaho
16,53,WA,Washington,5146,8508,316568,WA,Washington
16,49,UT,Utah,3531,6327,186478,UT,Utah
16,06,CA,California,3092,5172,256283,CA,California
16,41,OR,Oregon,2534,4395,142057,OR,Oregon
16,04,AZ,Arizona,1745,3043,122048,AZ,Arizona
16,48,TX,Texas,1732,3358,119902,TX,Texas
16,30,MT,Montana,1126,1916,77568,MT,Montana
16,08,CO,Colorado,1011,1663,67861,CO,Colorado
16,12,FL,Florida,991,1892,72723,FL,Florida
16,32,NV,Nevada,939,1665,55055,NV,Nevada
16,56,WY,Wyoming,511,908,28901,WY,Wyoming
16,37,NC,North Carolina,494,909,32911,NC,North Carolina
16,57,,,418,791,28882,,
16,47,TN,Tennessee,379,794,24303,TN,Tennessee
16,29,MO,Missouri,347,723,20540,MO,Missouri
16,51,VA,Virginia,340,641,21285,VA,Virginia
16,13,GA,Georgia,312,634,21641,GA,Georgia
16,02,AK,Alaska,311,560,18276,AK,Alaska
16,27,MN,Minnesota,300,531,21443,MN,Minnesota
16,36,NY,New York,294,427,20851,NY,New York
16,26,MI,Michigan,292,574,16627,MI,Michigan
16,45,SC,South Carolina,277,589,19317,SC,South Carolina
16,39,OH,Ohio,268,547,17622,OH,Ohio
16,35,NM,New Mexico,267,494,15255,NM,New Mexico
16,17,IL,Illinois,260,439,18779,IL,Illinois
16,40,OK,Oklahoma,245,464,12788,OK,Oklahoma
16,55,WI,Wisconsin,244,436,15462,WI,Wisconsin
16,42,PA,Pennsylvania,242,428,15505,PA,Pennsylvania
16,38,ND,North Dakota,237,460,12781,ND,North Dakota
16,15,HI,Hawaii,231,430,13011,HI,Hawaii
16,05,AR,Arkansas,204,464,10183,AR,Arkansas
16,18,IN,Indiana,201,413,12976,IN,Indiana
16,20,KS,Kansas,191,385,10001,KS,Kansas
16,19,IA,Iowa,183,344,9723,IA,Iowa
16,01,AL,Alabama,169,363,11154,AL,Alabama
16,31,NE,Nebraska,164,325,8988,NE,Nebraska
16,21,KY,Kentucky,164,309,8990,KY,Kentucky
16,46,SD,South Dakota,141,279,9843,SD,South Dakota
16,24,MD,Maryland,136,248,9773,MD,Maryland
16,25,MA,Massachusetts,124,164,6707,MA,Massachusetts
16,22,LA,Louisiana,101,179,4066,LA,Louisiana
16,23,ME,Maine,89,164,7590,ME,Maine
16,34,NJ,New Jersey,88,155,6138,NJ,New Jersey
16,28,MS,Mississippi,76,151,5162,MS,Mississippi
16,54,WV,West Virginia,62,122,2624,WV,West Virginia
16,09,CT,Connecticut,52,76,4395,CT,Connecticut
16,11,DC,District Of Columbia,51,60,2718,DC,District Of Columbia
16,33,NH,New Hampshire,48,80,3462,NH,New Hampshire
16,50,VT,Vermont,42,63,2415,VT,Vermont
16,44,RI,Rhode Island,18,31,894,RI,Rhode Island
16,10,DE,Delaware,18,54,1475,DE,Delaware
17,96,US+FO,Total Migration-US and Foreign,149114,239060,15572309,US+FO,Total Migration-US and Foreign
17,97,US,Total Migration-US,145906,233804,15238855,US,Total Migration-US
17,98,FO,Total Migration-Foreign,3208,5256,333454,FO,Total Migration-Foreign
17,97,US,Total Migration-US,139483,234561,10734803,US,Total Migration-US
17,17,IL,Illinois,5004015,9877712,520310844,IL,Illinois
17,12,FL,Florida,14834,24958,3309769,FL,Florida
17,18,IN,Indiana,12570,22165,846818,IN,Indiana
17,48,TX,Texas,12078,21406,1247177,TX,Texas
17,55,WI,Wisconsin,11331,17253,915001,WI,Wisconsin
17,06,CA,California,10407,14931,1130088,CA,California
17,29,MO,Missouri,8668,13469,551976,MO,Missouri
17,04,AZ,Arizona,5528,8751,624306,AZ,Arizona
17,36,NY,New York,5325,6580,628980,NY,New York
17,26,MI,Michigan,5300,8375,567143,MI,Michigan
17,19,IA,Iowa,5280,8582,306596,IA,Iowa
17,47,TN,Tennessee,5141,8887,531769,TN,Tennessee
17,08,CO,Colorado,4686,6569,478379,CO,Colorado
17,13,GA,Georgia,4120,7240,344470,GA,Georgia
17,37,NC,North Carolina,3731,6404,412479,NC,North Carolina
17,39,OH,Ohio,3501,5492,292829,OH,Ohio
17,57,,,3208,5256,333454,,
17,53,WA,Washington,2734,3884,281097,WA,Washington
17,27,MN,Minnesota,2550,3815,194901,MN,Minnesota
17,51,VA,Virginia,2490,4085,232639,VA,Virginia
17,45,SC,South Carolina,2024,3669,251927,SC,South Carolina
17,21,KY,Kentucky,2010,3326,128479,KY,Kentucky
17,42,PA,Pennsylvania,1920,2883,190047,PA,Pennsylvania
17,25,MA,Massachusetts,1893,2546,211791,MA,Massachusetts
17,32,NV,Nevada,1665,2675,150750,NV,Nevada
17,34,NJ,New Jersey,1458,2353,187665,NJ,New Jersey
17,01,AL,Alabama,1301,2370,92320,AL,Alabama
17,24,MD,Maryland,1283,2041,118201,MD,Maryland
17,05,AR,Arkansas,1059,1834,80815,AR,Arkansas
17,41,OR,Oregon,1016,1405,79653,OR,Oregon
17,20,KS,Kansas,989,1631,75112,KS,Kansas
17,40,OK,Oklahoma,861,1533,54901,OK,Oklahoma
17,11,DC,District Of Columbia,824,941,73997,DC,District Of Columbia
17,49,UT,Utah,803,1286,106827,UT,Utah
17,28,MS,Mississippi,776,1387,42266,MS,Mississippi
17,22,LA,Louisiana,671,1071,40152,LA,Louisiana
17,09,CT,Connecticut,634,972,75861,CT,Connecticut
17,31,NE,Nebraska,617,1082,44179,NE,Nebraska
17,35,NM,New Mexico,542,778,38698,NM,New Mexico
17,15,HI,Hawaii,439,706,33238,HI,Hawaii
17,30,MT,Montana,353,537,37650,MT,Montana
17,16,ID,Idaho,335,534,30921,ID,Idaho
17,46,SD,South Dakota,330,537,30194,SD,South Dakota
17,02,AK,Alaska,257,400,16232,AK,Alaska
17,33,NH,New Hampshire,246,404,27747,NH,New Hampshire
17,23,ME,Maine,235,325,21222,ME,Maine
17,44,RI,Rhode Island,233,349,19173,RI,Rhode Island
17,38,ND,North Dakota,218,361,13620,ND,North Dakota
17,54,WV,West Virginia,197,307,13500,WV,West Virginia
17,56,WY,Wyoming,169,285,32575,WY,Wyoming
17,10,DE,Delaware,154,258,12825,DE,Delaware
17,50,VT,Vermont,120,172,9900,VT,Vermont
18,96,US+FO,Total Migration-US and Foreign,71661,118103,4854033,US+FO,Total Migration-US and Foreign
18,97,US,Total Migration-US,70640,116470,4790403,US,Total Migration-US
18,98,FO,Total Migration-Foreign,1021,1633,63630,FO,Total Migration-Foreign
18,97,US,Total Migration-US,109350,187665,6303401,US,Total Migration-US
18,18,IN,Indiana,2641324,5365920,220904297,IN,Indiana
18,17,IL,Illinois,10141,16199,568162,IL,Illinois
18,12,FL,Florida,7615,13343,796728,FL,Florida
18,21,KY,Kentucky,5294,8822,277285,KY,Kentucky
18,39,OH,Ohio,5172,8349,307794,OH,Ohio
18,26,MI,Michigan,5153,8943,338565,MI,Michigan
18,48,TX,Texas,4631,7998,313914,TX,Texas
18,06,CA,California,3064,4567,227200,CA,California
18,47,TN,Tennessee,2684,4382,165131,TN,Tennessee
18,37,NC,North Carolina,2156,3520,171206,NC,North Carolina
18,13,GA,Georgia,2053,3687,129817,GA,Georgia
18,08,CO,Colorado,1847,2603,120951,CO,Colorado
18,04,AZ,Arizona,1741,2862,134822,AZ,Arizona
18,36,NY,New York,1554,2250,98093,NY,New York
18,51,VA,Virginia,1279,2083,85657,VA,Virginia
18,55,WI,Wisconsin,1223,2006,79672,WI,Wisconsin
18,29,MO,Missouri,1219,2018,75967,MO,Missouri
18,53,WA,Washington,1159,1700,86190,WA,Washington
18,45,SC,South Carolina,1127,2022,99310,SC,South Carolina
18,42,PA,Pennsylvania,1053,1661,68459,PA,Pennsylvania
18,57,,,1021,1633,63630,,
18,01,AL,Alabama,911,1765,56559,AL,Alabama
18,27,MN,Minnesota,731,1204,43977,MN,Minnesota
18,25,MA,Massachusetts,687,997,51828,MA,Massachusetts
18,24,MD,Maryland,613,949,37868,MD,Maryland
18,40,OK,Oklahoma,610,961,22646,OK,Oklahoma
18,19,IA,Iowa,588,1079,36393,IA,Iowa
18,32,NV,Nevada,507,803,26935,NV,Nevada
18,34,NJ,New Jersey,490,747,35160,NJ,New Jersey
18,41,OR,Oregon,467,676,27769,OR,Oregon
18,05,AR,Arkansas,438,874,23857,AR,Arkansas
18,20,KS,Kansas,410,732,24132,KS,Kansas
18,49,UT,Utah,401,663,27410,UT,Utah
18,28,MS,Mississippi,389,739,21734,MS,Mississippi
18,22,LA,Louisiana,348,642,19954,LA,Louisiana
18,35,NM,New Mexico,269,406,14285,NM,New Mexico
18,31,NE,Nebraska,261,444,14770,NE,Nebraska
18,09,CT,Connecticut,252,368,15550,CT,Connecticut
18,11,DC,District Of Columbia,232,266,15393,DC,District Of Columbia
18,54,WV,West Virginia,217,385,11983,WV,West Virginia
18,15,HI,Hawaii,208,346,12478,HI,Hawaii
18,16,ID,Idaho,197,379,13655,ID,Idaho
18,30,MT,Montana,177,274,10255,MT,Montana
18,46,SD,South Dakota,156,294,23902,SD,South Dakota
18,23,ME,Maine,148,224,9988,ME,Maine
18,02,AK,Alaska,148,237,9247,AK,Alaska
18,38,ND,North Dakota,124,219,7327,ND,North Dakota
18,33,NH,New Hampshire,121,199,8976,NH,New Hampshire
18,56,WY,Wyoming,113,196,6266,WY,Wyoming
18,10,DE,Delaware,94,142,5417,DE,Delaware
18,44,RI,Rhode Island,91,134,4872,RI,Rhode Island
18,50,VT,Vermont,77,111,4897,VT,Vermont
19,96,US+FO,Total Migration-US and Foreign,36361,59185,2356004,US+FO,Total Migration-US and Foreign
19,97,US,Total Migration-US,35958,58478,2333053,US,Total Migration-US
19,98,FO,Total Migration-Foreign,403,707,22950,FO,Total Migration-Foreign
19,97,US,Total Migration-US,46397,76076,2674478,US,Total Migration-US
19,19,IA,Iowa,1224013,2521469,111425368,IA,Iowa
19,17,IL,Illinois,4586,7326,246084,IL,Illinois
19,31,NE,Nebraska,3156,5090,166471,NE,Nebraska
19,27,MN,Minnesota,2819,4357,179660,MN,Minnesota
19,48,TX,Texas,2432,4143,170468,TX,Texas
19,12,FL,Florida,2080,3537,225146,FL,Florida
19,29,MO,Missouri,2029,3602,122426,MO,Missouri
19,55,WI,Wisconsin,1768,2711,111063,WI,Wisconsin
19,08,CO,Colorado,1504,2210,100109,CO,Colorado
19,06,CA,California,1351,2063,91449,CA,California
19,04,AZ,Arizona,1308,2029,101401,AZ,Arizona
19,46,SD,South Dakota,1280,1994,74056,SD,South Dakota
19,37,NC,North Carolina,810,1374,60215,NC,North Carolina
19,20,KS,Kansas,775,1297,52290,KS,Kansas
19,26,MI,Michigan,648,1081,40057,MI,Michigan
19,47,TN,Tennessee,618,996,41503,TN,Tennessee
19,53,WA,Washington,617,909,40295,WA,Washington
19,39,OH,Ohio,569,986,32753,OH,Ohio
19,13,GA,Georgia,561,996,37136,GA,Georgia
19,18,IN,Indiana,540,983,32720,IN,Indiana
19,36,NY,New York,535,733,30528,NY,New York
19,51,VA,Virginia,495,814,35889,VA,Virginia
19,05,AR,Arkansas,433,809,30642,AR,Arkansas
19,42,PA,Pennsylvania,422,682,25781,PA,Pennsylvania
19,57,,,403,707,22950,,
19,41,OR,Oregon,384,583,22999,OR,Oregon
19,40,OK,Oklahoma,374,701,21053,OK,Oklahoma
19,45,SC,South Carolina,346,612,22646,SC,South Carolina
19,21,KY,Kentucky,322,599,16332,KY,Kentucky
19,49,UT,Utah,274,452,15131,UT,Utah
19,32,NV,Nevada,273,427,17000,NV,Nevada
19,01,AL,Alabama,247,475,15181,AL,Alabama
19,25,MA,Massachusetts,242,341,16385,MA,Massachusetts
19,24,MD,Maryland,230,384,17100,MD,Maryland
19,34,NJ,New Jersey,206,323,14661,NJ,New Jersey
19,35,NM,New Mexico,174,273,11875,NM,New Mexico
19,22,LA,Louisiana,172,304,9983,LA,Louisiana
19,38,ND,North Dakota,162,291,8818,ND,North Dakota
19,16,ID,Idaho,159,317,11091,ID,Idaho
19,30,MT,Montana,158,266,10734,MT,Montana
19,11,DC,District Of Columbia,130,157,10449,DC,District Of Columbia
19,28,MS,Mississippi,125,239,7195,MS,Mississippi
19,15,HI,Hawaii,118,197,5896,HI,Hawaii
19,09,CT,Connecticut,97,136,6835,CT,Connecticut
19,02,AK,Alaska,94,169,4945,AK,Alaska
19,56,WY,Wyoming,83,135,3960,WY,Wyoming
19,23,ME,Maine,58,91,3961,ME,Maine
19,33,NH,New Hampshire,47,74,2803,NH,New Hampshire
19,54,WV,West Virginia,44,64,1972,WV,West Virginia
19,44,RI,Rhode Island,42,53,2053,RI,Rhode Island
19,10,DE,Delaware,33,47,2180,DE,Delaware
19,50,VT,Vermont,28,46,1673,VT,Vermont
20,96,US+FO,Total Migration-US and Foreign,43741,75935,2980727,US+FO,Total Migration-US and Foreign
20,97,US,Total Migration-US,43039,74517,2934720,US,Total Migration-US
20,98,FO,Total Migration-Foreign,702,1418,46007,FO,Total Migration-Foreign
20,97,US,Total Migration-US,35989,61598,1917337,US,Total Migration-US
20,20,KS,Kansas,1110407,2295643,102061737,KS,Kansas
20,29,MO,Missouri,12138,19555,837336,MO,Missouri
20,48,TX,Texas,4667,8598,321031,TX,Texas
20,40,OK,Oklahoma,2651,4880,148885,OK,Oklahoma
20,08,CO,Colorado,2283,3781,149695,CO,Colorado
20,12,FL,Florida,2142,3802,212531,FL,Florida
20,06,CA,California,1711,2867,114859,CA,California
20,31,NE,Nebraska,1161,1947,63798,NE,Nebraska
20,17,IL,Illinois,1022,1652,66958,IL,Illinois
20,04,AZ,Arizona,1020,1721,83315,AZ,Arizona
20,13,GA,Georgia,911,1794,63441,GA,Georgia
20,53,WA,Washington,899,1576,65291,WA,Washington
20,37,NC,North Carolina,897,1674,66652,NC,North Carolina
20,05,AR,Arkansas,760,1326,45426,AR,Arkansas
20,51,VA,Virginia,709,1380,54052,VA,Virginia
20,57,,,702,1418,46007,,
20,36,NY,New York,685,1170,42817,NY,New York
20,19,IA,Iowa,681,1126,44429,IA,Iowa
20,47,TN,Tennessee,617,1103,44393,TN,Tennessee
20,39,OH,Ohio,562,1019,34957,OH,Ohio
20,27,MN,Minnesota,486,797,32046,MN,Minnesota
20,26,MI,Michigan,447,773,26683,MI,Michigan
20,18,IN,Indiana,430,844,27616,IN,Indiana
20,55,WI,Wisconsin,414,725,28275,WI,Wisconsin
20,45,SC,South Carolina,395,772,26346,SC,South Carolina
20,42,PA,Pennsylvania,385,617,26006,PA,Pennsylvania
20,01,AL,Alabama,381,809,24525,AL,Alabama
20,41,OR,Oregon,377,608,20199,OR,Oregon
20,32,NV,Nevada,328,548,21779,NV,Nevada
20,24,MD,Maryland,319,556,21200,MD,Maryland
20,49,UT,Utah,297,528,18030,UT,Utah
20,35,NM,New Mexico,296,529,16649,NM,New Mexico
20,21,KY,Kentucky,295,604,17050,KY,Kentucky
20,22,LA,Louisiana,260,527,14744,LA,Louisiana
20,46,SD,South Dakota,248,428,16442,SD,South Dakota
20,34,NJ,New Jersey,228,372,16985,NJ,New Jersey
20,25,MA,Massachusetts,224,324,13715,MA,Massachusetts
20,15,HI,Hawaii,223,502,14160,HI,Hawaii
20,28,MS,Mississippi,178,343,10581,MS,Mississippi
20,16,ID,Idaho,174,333,12120,ID,Idaho
