y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI,y2_state,y2_state_name
11,27,MN,Minnesota,182,244,19851,MN,Minnesota
11,04,AZ,Arizona,171,224,25119,AZ,Arizona
11,10,DE,Delaware,166,234,37092,DE,Delaware
11,41,OR,Oregon,163,216,19112,OR,Oregon
11,55,WI,Wisconsin,134,181,13923,WI,Wisconsin
11,23,ME,Maine,132,216,30497,ME,Maine
11,29,MO,Missouri,125,178,10056,MO,Missouri
11,22,LA,Louisiana,119,176,12321,LA,Louisiana
11,01,AL,Alabama,108,146,10129,AL,Alabama
11,18,IN,Indiana,106,141,10590,IN,Indiana
11,49,UT,Utah,92,127,25547,UT,Utah
11,32,NV,Nevada,91,123,8834,NV,Nevada
11,50,VT,Vermont,91,141,12881,VT,Vermont
11,54,WV,West Virginia,85,116,8852,WV,West Virginia
11,33,NH,New Hampshire,84,112,11359,NH,New Hampshire
11,15,HI,Hawaii,83,142,11367,HI,Hawaii
11,44,RI,Rhode Island,81,107,14648,RI,Rhode Island
11,35,NM,New Mexico,76,104,8606,NM,New Mexico
11,21,KY,Kentucky,64,85,7114,KY,Kentucky
11,19,IA,Iowa,62,85,4890,IA,Iowa
11,40,OK,Oklahoma,59,78,5545,OK,Oklahoma
11,20,KS,Kansas,57,70,4860,KS,Kansas
11,05,AR,Arkansas,44,57,8545,AR,Arkansas
11,31,NE,Nebraska,34,47,3187,NE,Nebraska
11,30,MT,Montana,33,51,6215,MT,Montana
11,28,MS,Mississippi,32,50,2940,MS,Mississippi
11,46,SD,South Dakota,30,44,4301,SD,South Dakota
11,02,AK,Alaska,26,37,2185,AK,Alaska
11,16,ID,Idaho,22,34,1848,ID,Idaho
11,56,WY,Wyoming,13,19,4968,WY,Wyoming
11,38,ND,North Dakota,12,15,830,ND,North Dakota
12,96,US+FO,Total Migration-US and Foreign,277527,466210,26646421,US+FO,Total Migration-US and Foreign
12,97,US,Total Migration-US,272756,457281,26403743,US,Total Migration-US
12,98,FO,Total Migration-Foreign,4771,8929,242679,FO,Total Migration-Foreign
12,97,US,Total Migration-US,374254,633905,27456941,US,Total Migration-US
12,12,FL,Florida,8415987,15837332,857534204,FL,Florida
12,13,GA,Georgia,26876,48301,1857012,GA,Georgia
12,48,TX,Texas,22277,38873,1796256,TX,Texas
12,37,NC,North Carolina,18962,33289,1555210,NC,North Carolina
12,36,NY,New York,18948,28134,3558090,NY,New York
12,06,CA,California,13064,19928,1580066,CA,California
12,47,TN,Tennessee,12192,21485,1118667,TN,Tennessee
12,51,VA,Virginia,11342,20073,902350,VA,Virginia
12,39,OH,Ohio,10157,17046,856526,OH,Ohio
12,42,PA,Pennsylvania,9878,16040,1062659,PA,Pennsylvania
12,45,SC,South Carolina,8412,15000,667233,SC,South Carolina
12,08,CO,Colorado,8124,12508,811198,CO,Colorado
12,01,AL,Alabama,8102,15094,545215,AL,Alabama
12,34,NJ,New Jersey,7976,12539,870466,NJ,New Jersey
12,17,IL,Illinois,7973,12521,821187,IL,Illinois
12,26,MI,Michigan,7830,12733,810380,MI,Michigan
12,25,MA,Massachusetts,6985,10490,1396706,MA,Massachusetts
12,18,IN,Indiana,6394,11076,486442,IN,Indiana
12,24,MD,Maryland,5495,9056,524718,MD,Maryland
12,57,,,4771,8929,242679,,
12,53,WA,Washington,4761,7653,388204,WA,Washington
12,21,KY,Kentucky,4296,7422,300637,KY,Kentucky
12,04,AZ,Arizona,4239,6837,381638,AZ,Arizona
12,09,CT,Connecticut,3945,6296,546128,CT,Connecticut
12,29,MO,Missouri,3816,6627,311492,MO,Missouri
12,55,WI,Wisconsin,3503,5675,320662,WI,Wisconsin
12,27,MN,Minnesota,2655,4258,271379,MN,Minnesota
12,32,NV,Nevada,2611,4102,244465,NV,Nevada
12,22,LA,Louisiana,2551,4391,162670,LA,Louisiana
12,28,MS,Mississippi,2091,3806,158595,MS,Mississippi
12,40,OK,Oklahoma,2071,3777,114040,OK,Oklahoma
12,23,ME,Maine,1935,3097,172272,ME,Maine
12,41,OR,Oregon,1840,2823,120189,OR,Oregon
12,05,AR,Arkansas,1818,3312,110595,AR,Arkansas
12,49,UT,Utah,1785,3151,183578,UT,Utah
12,33,NH,New Hampshire,1772,2855,175362,NH,New Hampshire
12,20,KS,Kansas,1606,2841,110050,KS,Kansas
12,19,IA,Iowa,1498,2535,108254,IA,Iowa
12,54,WV,West Virginia,1416,2506,80226,WV,West Virginia
12,44,RI,Rhode Island,1391,2232,110215,RI,Rhode Island
12,11,DC,District Of Columbia,1334,1704,138746,DC,District Of Columbia
12,35,NM,New Mexico,1320,2198,95165,NM,New Mexico
12,15,HI,Hawaii,1244,2230,94797,HI,Hawaii
12,31,NE,Nebraska,1025,1769,71282,NE,Nebraska
12,10,DE,Delaware,983,1672,83485,DE,Delaware
12,50,VT,Vermont,786,1272,82929,VT,Vermont
12,02,AK,Alaska,715,1303,43641,AK,Alaska
12,16,ID,Idaho,672,1183,56596,ID,Idaho
12,30,MT,Montana,645,1042,55609,MT,Montana
12,46,SD,South Dakota,542,960,34078,SD,South Dakota
12,38,ND,North Dakota,498,864,23362,ND,North Dakota
12,56,WY,Wyoming,405,702,33022,WY,Wyoming
13,96,US+FO,Total Migration-US and Foreign,131351,233229,10908057,US+FO,Total Migration-US and Foreign
13,97,US,Total Migration-US,129816,230008,10819372,US,Total Migration-US
13,98,FO,Total Migration-Foreign,1535,3221,88685,FO,Total Migration-Foreign
13,97,US,Total Migration-US,242294,446349,15953493,US,Total Migration-US
13,13,GA,Georgia,3657235,7519287,340699715,GA,Georgia
13,12,FL,Florida,24383,43402,2722787,FL,Florida
13,48,TX,Texas,10270,18960,767799,TX,Texas
13,45,SC,South Carolina,8996,16349,835286,SC,South Carolina
13,37,NC,North Carolina,8895,15795,690971,NC,North Carolina
13,01,AL,Alabama,8895,17200,603840,AL,Alabama
13,47,TN,Tennessee,8198,14329,613331,TN,Tennessee
13,06,CA,California,6632,10595,614650,CA,California
13,36,NY,New York,5157,7926,452377,NY,New York
13,51,VA,Virginia,4621,8322,341295,VA,Virginia
13,08,CO,Colorado,3087,5195,256109,CO,Colorado
13,17,IL,Illinois,2722,4566,209601,IL,Illinois
13,39,OH,Ohio,2715,4814,161853,OH,Ohio
13,42,PA,Pennsylvania,2504,4297,175049,PA,Pennsylvania
13,24,MD,Maryland,2343,3993,175157,MD,Maryland
13,53,WA,Washington,2285,3872,193531,WA,Washington
13,26,MI,Michigan,2044,3679,131917,MI,Michigan
13,04,AZ,Arizona,1887,3391,150223,AZ,Arizona
13,34,NJ,New Jersey,1731,2865,129621,NJ,New Jersey
13,18,IN,Indiana,1610,2969,94097,IN,Indiana
13,21,KY,Kentucky,1599,3113,97028,KY,Kentucky
13,22,LA,Louisiana,1551,2866,111883,LA,Louisiana
13,57,,,1535,3221,88685,,
13,28,MS,Mississippi,1484,2755,85335,MS,Mississippi
13,29,MO,Missouri,1422,2593,89013,MO,Missouri
13,25,MA,Massachusetts,1396,2127,128579,MA,Massachusetts
13,32,NV,Nevada,1043,1779,90481,NV,Nevada
13,40,OK,Oklahoma,907,1765,53561,OK,Oklahoma
13,55,WI,Wisconsin,894,1548,55073,WI,Wisconsin
13,27,MN,Minnesota,832,1488,59897,MN,Minnesota
13,20,KS,Kansas,798,1722,51774,KS,Kansas
13,05,AR,Arkansas,797,1500,59186,AR,Arkansas
13,09,CT,Connecticut,770,1255,62491,CT,Connecticut
13,49,UT,Utah,753,1321,66207,UT,Utah
13,41,OR,Oregon,740,1156,54185,OR,Oregon
13,11,DC,District Of Columbia,728,885,58762,DC,District Of Columbia
13,15,HI,Hawaii,669,1346,40295,HI,Hawaii
13,35,NM,New Mexico,464,866,30317,NM,New Mexico
13,02,AK,Alaska,463,978,27339,AK,Alaska
13,19,IA,Iowa,440,803,29536,IA,Iowa
13,31,NE,Nebraska,375,720,22117,NE,Nebraska
13,54,WV,West Virginia,357,633,19259,WV,West Virginia
13,23,ME,Maine,345,623,23495,ME,Maine
13,10,DE,Delaware,314,551,20837,DE,Delaware
13,16,ID,Idaho,310,599,21934,ID,Idaho
13,30,MT,Montana,288,539,32778,MT,Montana
13,33,NH,New Hampshire,267,455,53235,NH,New Hampshire
13,44,RI,Rhode Island,227,419,16776,RI,Rhode Island
13,46,SD,South Dakota,189,346,14860,SD,South Dakota
13,38,ND,North Dakota,159,306,5466,ND,North Dakota
13,50,VT,Vermont,134,227,10540,VT,Vermont
13,56,WY,Wyoming,126,205,7637,WY,Wyoming
15,96,US+FO,Total Migration-US and Foreign,29518,57831,2278926,US+FO,Total Migration-US and Foreign
15,97,US,Total Migration-US,28636,55721,2203694,US,Total Migration-US
15,98,FO,Total Migration-Foreign,882,2110,75232,FO,Total Migration-Foreign
15,97,US,Total Migration-US,2836,4638,185700,US,Total Migration-US
15,15,HI,Hawaii,564311,1074790,48757911,HI,Hawaii
15,06,CA,California,4995,8642,460245,CA,California
15,48,TX,Texas,2530,5476,186825,TX,Texas
15,53,WA,Washington,2497,4657,188035,WA,Washington
15,32,NV,Nevada,1953,3583,143725,NV,Nevada
15,12,FL,Florida,1672,3378,138960,FL,Florida
15,51,VA,Virginia,1239,2888,101386,VA,Virginia
15,08,CO,Colorado,1155,2246,101526,CO,Colorado
15,04,AZ,Arizona,1055,1918,84228,AZ,Arizona
15,41,OR,Oregon,1011,1764,65228,OR,Oregon
15,57,,,882,2110,75232,,
15,37,NC,North Carolina,802,1699,55251,NC,North Carolina
15,13,GA,Georgia,731,1677,45245,GA,Georgia
15,36,NY,New York,713,1175,50572,NY,New York
15,49,UT,Utah,624,1292,37354,UT,Utah
15,24,MD,Maryland,577,1198,46141,MD,Maryland
15,47,TN,Tennessee,453,1027,32552,TN,Tennessee
15,45,SC,South Carolina,405,841,31265,SC,South Carolina
15,39,OH,Ohio,387,731,27006,OH,Ohio
15,17,IL,Illinois,387,732,24712,IL,Illinois
15,29,MO,Missouri,341,751,20340,MO,Missouri
15,42,PA,Pennsylvania,311,518,20362,PA,Pennsylvania
15,02,AK,Alaska,289,582,22163,AK,Alaska
15,16,ID,Idaho,288,626,26273,ID,Idaho
15,26,MI,Michigan,268,437,20457,MI,Michigan
15,25,MA,Massachusetts,264,413,13967,MA,Massachusetts
15,34,NJ,New Jersey,262,453,22761,NJ,New Jersey
15,40,OK,Oklahoma,255,584,14103,OK,Oklahoma
15,01,AL,Alabama,248,593,16661,AL,Alabama
15,20,KS,Kansas,224,517,14977,KS,Kansas
15,21,KY,Kentucky,221,484,14937,KY,Kentucky
15,27,MN,Minnesota,221,378,14525,MN,Minnesota
15,35,NM,New Mexico,213,404,13918,NM,New Mexico
15,18,IN,Indiana,210,400,12521,IN,Indiana
15,22,LA,Louisiana,189,401,12553,LA,Louisiana
15,55,WI,Wisconsin,187,348,10228,WI,Wisconsin
15,19,IA,Iowa,168,343,7105,IA,Iowa
15,05,AR,Arkansas,162,369,8741,AR,Arkansas
15,09,CT,Connecticut,150,293,10566,CT,Connecticut
15,30,MT,Montana,145,295,12382,MT,Montana
15,11,DC,District Of Columbia,117,184,10819,DC,District Of Columbia
15,31,NE,Nebraska,113,234,8518,NE,Nebraska
15,28,MS,Mississippi,105,223,7115,MS,Mississippi
15,23,ME,Maine,95,175,7498,ME,Maine
15,33,NH,New Hampshire,73,143,6205,NH,New Hampshire
15,56,WY,Wyoming,60,120,10047,WY,Wyoming
15,46,SD,South Dakota,55,120,6745,SD,South Dakota
15,38,ND,North Dakota,53,110,2399,ND,North Dakota
15,44,RI,Rhode Island,51,99,3907,RI,Rhode Island
15,54,WV,West Virginia,47,83,2361,WV,West Virginia
15,10,DE,Delaware,33,60,3353,DE,Delaware
15,50,VT,Vermont,32,57,4933,VT,Vermont
16,96,US+FO,Total Migration-US and Foreign,30369,56538,2082612,US+FO,Total Migration-US and Foreign
16,97,US,Total Migration-US,30187,56160,2071570,US,Total Migration-US
16,98,FO,Total Migration-Foreign,182,378,11042,FO,Total Migration-Foreign
16,97,US,Total Migration-US,23877,46339,1416459,US,Total Migration-US
16,16,ID,Idaho,668593,1446676,63581717,ID,Idaho
16,53,WA,Washington,5154,8789,339278,WA,Washington
16,49,UT,Utah,3153,6102,174392,UT,Utah
16,06,CA,California,2940,4998,251242,CA,California
16,41,OR,Oregon,2643,4645,141971,OR,Oregon
16,04,AZ,Arizona,1758,3331,132601,AZ,Arizona
16,48,TX,Texas,1734,3568,143354,TX,Texas
16,30,MT,Montana,1126,2020,77753,MT,Montana
16,08,CO,Colorado,1012,1770,66741,CO,Colorado
16,12,FL,Florida,970,1885,81909,FL,Florida
16,32,NV,Nevada,957,1739,68511,NV,Nevada
16,37,NC,North Carolina,509,972,42164,NC,North Carolina
16,56,WY,Wyoming,504,1010,34582,WY,Wyoming
16,47,TN,Tennessee,454,968,32253,TN,Tennessee
16,51,VA,Virginia,408,819,27830,VA,Virginia
16,29,MO,Missouri,375,929,21127,MO,Missouri
16,40,OK,Oklahoma,349,757,18864,OK,Oklahoma
16,13,GA,Georgia,321,647,21583,GA,Georgia
16,02,AK,Alaska,319,549,19011,AK,Alaska
16,27,MN,Minnesota,318,567,24704,MN,Minnesota
16,36,NY,New York,315,504,27478,NY,New York
16,26,MI,Michigan,295,583,26144,MI,Michigan
16,17,IL,Illinois,293,514,18971,IL,Illinois
16,55,WI,Wisconsin,287,606,22878,WI,Wisconsin
16,35,NM,New Mexico,286,544,19546,NM,New Mexico
16,39,OH,Ohio,285,561,18187,OH,Ohio
16,42,PA,Pennsylvania,279,553,17512,PA,Pennsylvania
16,45,SC,South Carolina,261,543,19872,SC,South Carolina
16,05,AR,Arkansas,246,543,15817,AR,Arkansas
16,38,ND,North Dakota,214,427,10537,ND,North Dakota
16,18,IN,Indiana,211,415,11606,IN,Indiana
16,20,KS,Kansas,198,427,10270,KS,Kansas
16,21,KY,Kentucky,189,404,10391,KY,Kentucky
16,15,HI,Hawaii,185,378,16231,HI,Hawaii
16,57,,,182,378,11042,,
16,46,SD,South Dakota,182,324,12307,SD,South Dakota
16,19,IA,Iowa,175,353,9022,IA,Iowa
16,01,AL,Alabama,171,394,9445,AL,Alabama
16,31,NE,Nebraska,156,281,7495,NE,Nebraska
16,25,MA,Massachusetts,137,195,8936,MA,Massachusetts
16,24,MD,Maryland,126,237,12377,MD,Maryland
16,28,MS,Mississippi,99,199,6153,MS,Mississippi
16,22,LA,Louisiana,97,222,6756,LA,Louisiana
16,23,ME,Maine,90,176,6075,ME,Maine
16,34,NJ,New Jersey,86,131,5509,NJ,New Jersey
16,33,NH,New Hampshire,60,136,5314,NH,New Hampshire
16,09,CT,Connecticut,59,86,3750,CT,Connecticut
16,50,VT,Vermont,55,96,3659,VT,Vermont
16,54,WV,West Virginia,50,108,2614,WV,West Virginia
16,11,DC,District Of Columbia,39,52,2299,DC,District Of Columbia
16,44,RI,Rhode Island,34,64,3034,RI,Rhode Island
16,10,DE,Delaware,23,39,1519,DE,Delaware
17,96,US+FO,Total Migration-US and Foreign,157022,264239,19433926,US+FO,Total Migration-US and Foreign
17,97,US,Total Migration-US,156257,262735,19377139,US,Total Migration-US
17,98,FO,Total Migration-Foreign,765,1504,56787,FO,Total Migration-Foreign
17,97,US,Total Migration-US,148558,257383,11281969,US,Total Migration-US
17,17,IL,Illinois,4881732,9704206,522344143,IL,Illinois
17,12,FL,Florida,17728,31620,4101617,FL,Florida
17,48,TX,Texas,13495,25045,1613347,TX,Texas
17,18,IN,Indiana,13099,23941,961079,IN,Indiana
17,06,CA,California,11280,16642,1440823,CA,California
17,55,WI,Wisconsin,11277,18232,1004223,WI,Wisconsin
17,29,MO,Missouri,8753,14196,637760,MO,Missouri
17,04,AZ,Arizona,6353,10558,746742,AZ,Arizona
17,47,TN,Tennessee,5996,10855,732241,TN,Tennessee
17,26,MI,Michigan,5582,9265,726573,MI,Michigan
17,08,CO,Colorado,5473,8015,859286,CO,Colorado
17,36,NY,New York,4917,6274,594274,NY,New York
17,19,IA,Iowa,4904,8368,311203,IA,Iowa
17,13,GA,Georgia,4597,8433,426672,GA,Georgia
17,37,NC,North Carolina,4131,7334,505703,NC,North Carolina
17,39,OH,Ohio,3693,6121,751388,OH,Ohio
17,53,WA,Washington,2981,4403,452895,WA,Washington
17,51,VA,Virginia,2574,4411,275142,VA,Virginia
17,27,MN,Minnesota,2531,4109,221851,MN,Minnesota
17,21,KY,Kentucky,2217,3850,147757,KY,Kentucky
17,45,SC,South Carolina,2093,4049,307697,SC,South Carolina
17,42,PA,Pennsylvania,2053,3233,217611,PA,Pennsylvania
17,32,NV,Nevada,1954,3246,230042,NV,Nevada
17,25,MA,Massachusetts,1872,2619,261207,MA,Massachusetts
17,34,NJ,New Jersey,1489,2349,186110,NJ,New Jersey
17,01,AL,Alabama,1452,2770,113261,AL,Alabama
17,24,MD,Maryland,1261,1995,145681,MD,Maryland
17,05,AR,Arkansas,1197,2221,91750,AR,Arkansas
17,41,OR,Oregon,1178,1701,101544,OR,Oregon
17,20,KS,Kansas,935,1675,92017,KS,Kansas
17,40,OK,Oklahoma,910,1745,63327,OK,Oklahoma
17,49,UT,Utah,833,1355,148505,UT,Utah
17,28,MS,Mississippi,800,1494,49310,MS,Mississippi
17,11,DC,District Of Columbia,767,892,79570,DC,District Of Columbia
17,57,,,765,1504,56787,,
17,22,LA,Louisiana,710,1176,50372,LA,Louisiana
17,31,NE,Nebraska,613,1038,54036,NE,Nebraska
17,09,CT,Connecticut,590,909,88169,CT,Connecticut
17,35,NM,New Mexico,573,934,59076,NM,New Mexico
17,15,HI,Hawaii,443,732,52555,HI,Hawaii
17,30,MT,Montana,387,588,40417,MT,Montana
17,46,SD,South Dakota,364,661,44497,SD,South Dakota
17,16,ID,Idaho,341,625,39387,ID,Idaho
17,23,ME,Maine,280,450,31311,ME,Maine
17,33,NH,New Hampshire,239,394,43569,NH,New Hampshire
17,02,AK,Alaska,224,380,17071,AK,Alaska
17,54,WV,West Virginia,217,401,15859,WV,West Virginia
17,38,ND,North Dakota,202,335,11593,ND,North Dakota
17,56,WY,Wyoming,191,330,173265,WY,Wyoming
17,44,RI,Rhode Island,191,263,21503,RI,Rhode Island
17,10,DE,Delaware,188,320,22092,DE,Delaware
17,50,VT,Vermont,129,183,14153,VT,Vermont
18,96,US+FO,Total Migration-US and Foreign,69968,119054,5387757,US+FO,Total Migration-US and Foreign
18,97,US,Total Migration-US,69662,118488,5372785,US,Total Migration-US
18,98,FO,Total Migration-Foreign,306,566,14972,FO,Total Migration-Foreign
18,97,US,Total Migration-US,109163,191220,6328249,US,Total Migration-US
18,18,IN,Indiana,2561994,5227150,211183057,IN,Indiana
18,17,IL,Illinois,9007,14745,516060,IL,Illinois
18,12,FL,Florida,8418,14803,1048489,FL,Florida
18,21,KY,Kentucky,5155,8737,293820,KY,Kentucky
18,39,OH,Ohio,5047,8417,299231,OH,Ohio
18,26,MI,Michigan,4986,8773,468373,MI,Michigan
18,48,TX,Texas,4769,8461,319095,TX,Texas
18,06,CA,California,3139,4647,238103,CA,California
18,47,TN,Tennessee,2646,4621,194852,TN,Tennessee
18,13,GA,Georgia,2230,4240,139181,GA,Georgia
18,37,NC,North Carolina,2079,3738,200390,NC,North Carolina
18,08,CO,Colorado,1887,2871,153492,CO,Colorado
18,04,AZ,Arizona,1868,3099,145514,AZ,Arizona
18,36,NY,New York,1400,2072,107763,NY,New York
18,29,MO,Missouri,1247,2169,80171,MO,Missouri
18,51,VA,Virginia,1210,2029,89887,VA,Virginia
18,55,WI,Wisconsin,1178,2016,92826,WI,Wisconsin
18,53,WA,Washington,1142,1739,88804,WA,Washington
18,45,SC,South Carolina,1140,2119,105272,SC,South Carolina
18,42,PA,Pennsylvania,1005,1633,77784,PA,Pennsylvania
18,01,AL,Alabama,889,1697,51170,AL,Alabama
18,27,MN,Minnesota,741,1277,46160,MN,Minnesota
18,25,MA,Massachusetts,639,999,63910,MA,Massachusetts
18,32,NV,Nevada,605,1056,32840,NV,Nevada
18,24,MD,Maryland,582,952,42659,MD,Maryland
18,19,IA,Iowa,537,969,32190,IA,Iowa
18,34,NJ,New Jersey,520,801,46475,NJ,New Jersey
18,41,OR,Oregon,516,738,28352,OR,Oregon
18,40,OK,Oklahoma,428,824,23054,OK,Oklahoma
18,05,AR,Arkansas,424,871,22642,AR,Arkansas
18,49,UT,Utah,415,773,31942,UT,Utah
18,28,MS,Mississippi,393,771,20020,MS,Mississippi
18,20,KS,Kansas,390,698,23136,KS,Kansas
18,22,LA,Louisiana,344,591,28453,LA,Louisiana
18,57,,,306,566,14972,,
18,35,NM,New Mexico,294,474,17784,NM,New Mexico
18,09,CT,Connecticut,234,360,14943,CT,Connecticut
18,31,NE,Nebraska,217,397,12319,NE,Nebraska
18,54,WV,West Virginia,199,357,9091,WV,West Virginia
18,15,HI,Hawaii,198,357,42568,HI,Hawaii
18,11,DC,District Of Columbia,193,231,12624,DC,District Of Columbia
18,30,MT,Montana,189,326,13927,MT,Montana
18,16,ID,Idaho,187,330,12823,ID,Idaho
18,46,SD,South Dakota,148,266,23219,SD,South Dakota
18,02,AK,Alaska,143,283,9807,AK,Alaska
18,23,ME,Maine,138,238,11540,ME,Maine
18,33,NH,New Hampshire,133,223,15054,NH,New Hampshire
18,38,ND,North Dakota,107,177,5067,ND,North Dakota
18,56,WY,Wyoming,93,155,4616,WY,Wyoming
18,10,DE,Delaware,77,145,5326,DE,Delaware
18,50,VT,Vermont,71,120,4576,VT,Vermont
18,44,RI,Rhode Island,65,103,5394,RI,Rhode Island
19,96,US+FO,Total Migration-US and Foreign,37932,63234,2613308,US+FO,Total Migration-US and Foreign
19,97,US,Total Migration-US,37807,62996,2606936,US,Total Migration-US
19,98,FO,Total Migration-Foreign,125,238,6372,FO,Total Migration-Foreign
19,97,US,Total Migration-US,46500,78242,2655397,US,Total Migration-US
19,19,IA,Iowa,1194821,2474030,104183757,IA,Iowa
19,17,IL,Illinois,4623,7630,249036,IL,Illinois
19,31,NE,Nebraska,3108,5154,160941,NE,Nebraska
19,48,TX,Texas,2864,4974,189346,TX,Texas
19,27,MN,Minnesota,2615,4209,161945,MN,Minnesota
19,12,FL,Florida,2454,4207,321315,FL,Florida
19,29,MO,Missouri,2005,3451,124461,MO,Missouri
19,55,WI,Wisconsin,1691,2778,112124,WI,Wisconsin
19,08,CO,Colorado,1605,2321,117513,CO,Colorado
19,06,CA,California,1552,2380,98480,CA,California
19,04,AZ,Arizona,1430,2325,132879,AZ,Arizona
19,46,SD,South Dakota,1243,2104,114687,SD,South Dakota
19,37,NC,North Carolina,871,1504,69591,NC,North Carolina
19,20,KS,Kansas,711,1296,50382,KS,Kansas
19,13,GA,Georgia,710,1268,44941,GA,Georgia
19,39,OH,Ohio,703,1265,40588,OH,Ohio
19,18,IN,Indiana,696,1251,49399,IN,Indiana
19,47,TN,Tennessee,678,1163,48299,TN,Tennessee
19,53,WA,Washington,663,1053,45816,WA,Washington
19,26,MI,Michigan,629,1135,39856,MI,Michigan
19,36,NY,New York,527,743,31880,NY,New York
19,42,PA,Pennsylvania,492,833,27561,PA,Pennsylvania
19,51,VA,Virginia,456,768,32033,VA,Virginia
19,45,SC,South Carolina,412,737,30645,SC,South Carolina
19,40,OK,Oklahoma,408,749,22432,OK,Oklahoma
19,05,AR,Arkansas,390,737,23468,AR,Arkansas
19,41,OR,Oregon,374,593,21418,OR,Oregon
19,21,KY,Kentucky,349,618,23308,KY,Kentucky
19,32,NV,Nevada,328,533,19437,NV,Nevada
19,01,AL,Alabama,307,607,20847,AL,Alabama
19,49,UT,Utah,291,506,19073,UT,Utah
19,24,MD,Maryland,256,393,16675,MD,Maryland
19,25,MA,Massachusetts,237,333,16250,MA,Massachusetts
19,35,NM,New Mexico,204,309,10794,NM,New Mexico
19,22,LA,Louisiana,189,312,7915,LA,Louisiana
19,38,ND,North Dakota,184,298,8986,ND,North Dakota
19,34,NJ,New Jersey,179,282,17648,NJ,New Jersey
19,30,MT,Montana,168,272,16035,MT,Montana
19,28,MS,Mississippi,157,297,7730,MS,Mississippi
19,16,ID,Idaho,147,246,11414,ID,Idaho
19,11,DC,District Of Columbia,132,146,7004,DC,District Of Columbia
19,57,,,125,238,6372,,
19,56,WY,Wyoming,124,209,6529,WY,Wyoming
19,15,HI,Hawaii,119,201,5466,HI,Hawaii
19,09,CT,Connecticut,99,156,7512,CT,Connecticut
19,54,WV,West Virginia,85,114,2185,WV,West Virginia
19,23,ME,Maine,81,125,5380,ME,Maine
19,02,AK,Alaska,80,122,4164,AK,Alaska
19,33,NH,New Hampshire,59,90,3093,NH,New Hampshire
19,10,DE,Delaware,48,69,2875,DE,Delaware
19,50,VT,Vermont,37,63,2041,VT,Vermont
19,44,RI,Rhode Island,37,67,3539,RI,Rhode Island
20,96,US+FO,Total Migration-US and Foreign,43740,78491,3323544,US+FO,Total Migration-US and Foreign
20,97,US,Total Migration-US,43318,77456,3295488,US,Total Migration-US
20,98,FO,Total Migration-Foreign,422,1035,28056,FO,Total Migration-Foreign
20,97,US,Total Migration-US,35807,62501,1867596,US,Total Migration-US
20,20,KS,Kansas,1077240,2243794,100398798,KS,Kansas
20,29,MO,Missouri,11813,19284,889555,MO,Missouri
20,48,TX,Texas,4804,9128,368142,TX,Texas
20,40,OK,Oklahoma,2581,4843,149443,OK,Oklahoma
20,08,CO,Colorado,2339,3936,178279,CO,Colorado
20,12,FL,Florida,2319,4216,270898,FL,Florida
20,06,CA,California,1759,2893,139742,CA,California
20,31,NE,Nebraska,1217,2150,71189,NE,Nebraska
20,04,AZ,Arizona,1124,1943,114482,AZ,Arizona
20,17,IL,Illinois,952,1573,71915,IL,Illinois
20,13,GA,Georgia,934,1975,64649,GA,Georgia
20,53,WA,Washington,905,1654,74058,WA,Washington
20,37,NC,North Carolina,904,1849,67700,NC,North Carolina
20,05,AR,Arkansas,756,1421,59018,AR,Arkansas
20,19,IA,Iowa,719,1321,47026,IA,Iowa
20,47,TN,Tennessee,702,1374,46501,TN,Tennessee
20,51,VA,Virginia,695,1454,51336,VA,Virginia
20,36,NY,New York,662,1109,46692,NY,New York
20,39,OH,Ohio,561,1013,32693,OH,Ohio
20,27,MN,Minnesota,495,867,39973,MN,Minnesota
20,26,MI,Michigan,465,858,32319,MI,Michigan
20,18,IN,Indiana,445,840,27662,IN,Indiana
20,45,SC,South Carolina,436,880,52988,SC,South Carolina
20,57,,,422,1035,28056,,
20,55,WI,Wisconsin,421,732,24841,WI,Wisconsin
20,01,AL,Alabama,402,863,26340,AL,Alabama
20,42,PA,Pennsylvania,373,682,26983,PA,Pennsylvania
20,41,OR,Oregon,366,569,20315,OR,Oregon
20,32,NV,Nevada,339,579,26213,NV,Nevada
20,21,KY,Kentucky,339,764,20198,KY,Kentucky
20,35,NM,New Mexico,316,611,18586,NM,New Mexico
20,49,UT,Utah,308,599,23270,UT,Utah
20,24,MD,Maryland,295,519,20788,MD,Maryland
20,22,LA,Louisiana,253,528,16586,LA,Louisiana
20,46,SD,South Dakota,232,398,17822,SD,South Dakota
20,15,HI,Hawaii,215,528,17020,HI,Hawaii
20,34,NJ,New Jersey,197,366,23302,NJ,New Jersey
20,25,MA,Massachusetts,197,310,16009,MA,Massachusetts
20,28,MS,Mississippi,186,358,9744,MS,Mississippi
20,02,AK,Alaska,183,431,11860,AK,Alaska
20,16,ID,Idaho,180,342,11399,ID,Idaho
20,30,MT,Montana,153,286,12899,MT,Montana
20,56,WY,Wyoming,143,299,8276,WY,Wyoming
20,38,ND,North Dakota,109,212,6238,ND,North Dakota
20,09,CT,Connecticut,98,166,9236,CT,Connecticut
20,11,DC,District Of Columbia,77,97,6090,DC,District Of Columbia
20,23,ME,Maine,75,130,4673,ME,Maine
20,54,WV,West Virginia,74,145,4214,WV,West Virginia
