y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI,y2_state,y2_state_name
02,22,LA,Louisiana,148,311,10148,LA,Louisiana
02,21,KY,Kentucky,147,332,11490,KY,Kentucky
02,24,MD,Maryland,145,284,10197,MD,Maryland
02,05,AR,Arkansas,131,267,10169,AR,Arkansas
02,56,WY,Wyoming,106,214,12496,WY,Wyoming
02,19,IA,Iowa,102,186,7889,IA,Iowa
02,34,NJ,New Jersey,101,178,5348,NJ,New Jersey
02,25,MA,Massachusetts,95,141,5827,MA,Massachusetts
02,46,SD,South Dakota,92,203,8879,SD,South Dakota
02,23,ME,Maine,92,172,8421,ME,Maine
02,31,NE,Nebraska,89,164,6879,NE,Nebraska
02,28,MS,Mississippi,89,183,6036,MS,Mississippi
02,38,ND,North Dakota,84,174,6581,ND,North Dakota
02,09,CT,Connecticut,65,108,4657,CT,Connecticut
02,33,NH,New Hampshire,53,89,8131,NH,New Hampshire
02,11,DC,District Of Columbia,45,59,3980,DC,District Of Columbia
02,50,VT,Vermont,39,63,4279,VT,Vermont
02,10,DE,Delaware,38,85,2231,DE,Delaware
02,54,WV,West Virginia,32,53,1671,WV,West Virginia
02,44,RI,Rhode Island,27,44,1768,RI,Rhode Island
04,96,US+FO,Total Migration-US and Foreign,109094,189691,9075107,US+FO,Total Migration-US and Foreign
04,97,US,Total Migration-US,108171,187799,9012940,US,Total Migration-US
04,98,FO,Total Migration-Foreign,923,1892,62166,FO,Total Migration-Foreign
04,97,US,Total Migration-US,51833,92535,3194968,US,Total Migration-US
04,04,AZ,Arizona,2665355,5315062,245226628,AZ,Arizona
04,06,CA,California,16115,25677,1240884,CA,California
04,48,TX,Texas,10929,20474,1084203,TX,Texas
04,08,CO,Colorado,5950,9729,492160,CO,Colorado
04,12,FL,Florida,5662,9783,566435,FL,Florida
04,53,WA,Washington,5554,9125,592338,WA,Washington
04,17,IL,Illinois,3576,5774,303747,IL,Illinois
04,32,NV,Nevada,3337,5533,339444,NV,Nevada
04,41,OR,Oregon,3295,5231,234972,OR,Oregon
04,49,UT,Utah,3175,6262,288781,UT,Utah
04,35,NM,New Mexico,3022,5385,176773,NM,New Mexico
04,37,NC,North Carolina,2907,5461,235052,NC,North Carolina
04,26,MI,Michigan,2556,4468,189193,MI,Michigan
04,39,OH,Ohio,2430,4293,174573,OH,Ohio
04,36,NY,New York,2419,3587,223703,NY,New York
04,47,TN,Tennessee,2330,4411,199206,TN,Tennessee
04,27,MN,Minnesota,2258,3652,190872,MN,Minnesota
04,13,GA,Georgia,2223,4293,165452,GA,Georgia
04,51,VA,Virginia,2106,3807,173661,VA,Virginia
04,55,WI,Wisconsin,2093,3630,161446,WI,Wisconsin
04,29,MO,Missouri,2052,3846,140491,MO,Missouri
04,42,PA,Pennsylvania,1879,3147,137197,PA,Pennsylvania
04,16,ID,Idaho,1712,3272,135234,ID,Idaho
04,18,IN,Indiana,1614,2875,108890,IN,Indiana
04,40,OK,Oklahoma,1527,3047,101369,OK,Oklahoma
04,45,SC,South Carolina,1368,2633,122653,SC,South Carolina
04,19,IA,Iowa,1255,2148,82509,IA,Iowa
04,20,KS,Kansas,1168,2281,76289,KS,Kansas
04,05,AR,Arkansas,1009,1951,54846,AR,Arkansas
04,30,MT,Montana,1005,1713,75030,MT,Montana
04,25,MA,Massachusetts,969,1505,92905,MA,Massachusetts
04,57,,,923,1892,62166,,
04,31,NE,Nebraska,881,1571,59148,NE,Nebraska
04,24,MD,Maryland,880,1526,71013,MD,Maryland
04,21,KY,Kentucky,860,1643,55544,KY,Kentucky
04,34,NJ,New Jersey,842,1335,68171,NJ,New Jersey
04,15,HI,Hawaii,839,1435,62333,HI,Hawaii
04,01,AL,Alabama,832,1664,62804,AL,Alabama
04,46,SD,South Dakota,699,1230,66904,SD,South Dakota
04,02,AK,Alaska,637,1199,46025,AK,Alaska
04,56,WY,Wyoming,547,991,85105,WY,Wyoming
04,38,ND,North Dakota,544,903,38260,ND,North Dakota
04,22,LA,Louisiana,509,917,35134,LA,Louisiana
04,09,CT,Connecticut,477,772,37312,CT,Connecticut
04,28,MS,Mississippi,412,783,25573,MS,Mississippi
04,23,ME,Maine,397,708,29176,ME,Maine
04,33,NH,New Hampshire,320,526,28644,NH,New Hampshire
04,54,WV,West Virginia,269,484,16721,WV,West Virginia
04,11,DC,District Of Columbia,228,275,23933,DC,District Of Columbia
04,10,DE,Delaware,175,298,13586,DE,Delaware
04,50,VT,Vermont,167,288,13721,VT,Vermont
04,44,RI,Rhode Island,161,258,13530,RI,Rhode Island
05,96,US+FO,Total Migration-US and Foreign,31700,58148,2021359,US+FO,Total Migration-US and Foreign
05,97,US,Total Migration-US,31462,57675,2009131,US,Total Migration-US
05,98,FO,Total Migration-Foreign,238,473,12228,FO,Total Migration-Foreign
05,97,US,Total Migration-US,45917,86695,2232341,US,Total Migration-US
05,05,AR,Arkansas,1006961,2122246,83324601,AR,Arkansas
05,48,TX,Texas,6505,11904,422516,TX,Texas
05,29,MO,Missouri,3176,5948,153857,MO,Missouri
05,40,OK,Oklahoma,2938,5786,136970,OK,Oklahoma
05,47,TN,Tennessee,1823,3278,112860,TN,Tennessee
05,12,FL,Florida,1760,3259,166967,FL,Florida
05,06,CA,California,1348,2313,90588,CA,California
05,22,LA,Louisiana,1057,1979,59132,LA,Louisiana
05,17,IL,Illinois,853,1467,48841,IL,Illinois
05,13,GA,Georgia,844,1603,55397,GA,Georgia
05,28,MS,Mississippi,842,1640,44970,MS,Mississippi
05,08,CO,Colorado,822,1354,47618,CO,Colorado
05,37,NC,North Carolina,677,1274,50753,NC,North Carolina
05,20,KS,Kansas,648,1218,36362,KS,Kansas
05,53,WA,Washington,553,968,41029,WA,Washington
05,04,AZ,Arizona,535,889,34819,AZ,Arizona
05,01,AL,Alabama,499,943,32419,AL,Alabama
05,51,VA,Virginia,422,745,37133,VA,Virginia
05,18,IN,Indiana,416,796,22762,IN,Indiana
05,39,OH,Ohio,407,743,30824,OH,Ohio
05,36,NY,New York,395,624,26181,NY,New York
05,26,MI,Michigan,375,665,17550,MI,Michigan
05,55,WI,Wisconsin,336,615,19082,WI,Wisconsin
05,45,SC,South Carolina,336,592,67958,SC,South Carolina
05,19,IA,Iowa,327,619,15104,IA,Iowa
05,21,KY,Kentucky,318,639,16142,KY,Kentucky
05,27,MN,Minnesota,297,556,20834,MN,Minnesota
05,32,NV,Nevada,277,458,13832,NV,Nevada
05,42,PA,Pennsylvania,257,449,17438,PA,Pennsylvania
05,31,NE,Nebraska,240,433,11727,NE,Nebraska
05,57,,,238,473,12228,,
05,41,OR,Oregon,236,398,15400,OR,Oregon
05,49,UT,Utah,190,336,23048,UT,Utah
05,24,MD,Maryland,189,331,12954,MD,Maryland
05,35,NM,New Mexico,180,316,12389,NM,New Mexico
05,34,NJ,New Jersey,161,246,11616,NJ,New Jersey
05,25,MA,Massachusetts,147,244,9814,MA,Massachusetts
05,16,ID,Idaho,118,275,8300,ID,Idaho
05,02,AK,Alaska,104,205,5998,AK,Alaska
05,30,MT,Montana,94,182,6633,MT,Montana
05,15,HI,Hawaii,89,183,4332,HI,Hawaii
05,46,SD,South Dakota,81,158,5653,SD,South Dakota
05,54,WV,West Virginia,81,162,5157,WV,West Virginia
05,09,CT,Connecticut,80,120,7922,CT,Connecticut
05,38,ND,North Dakota,79,159,4059,ND,North Dakota
05,23,ME,Maine,79,140,6357,ME,Maine
05,56,WY,Wyoming,74,146,2795,WY,Wyoming
05,11,DC,District Of Columbia,61,83,5148,DC,District Of Columbia
05,33,NH,New Hampshire,45,78,2227,NH,New Hampshire
05,10,DE,Delaware,38,61,2119,DE,Delaware
05,50,VT,Vermont,30,55,1451,VT,Vermont
05,44,RI,Rhode Island,23,40,4098,RI,Rhode Island
06,96,US+FO,Total Migration-US and Foreign,402652,711148,52537453,US+FO,Total Migration-US and Foreign
06,97,US,Total Migration-US,399138,703688,52265473,US,Total Migration-US
06,98,FO,Total Migration-Foreign,3514,7460,271979,FO,Total Migration-Foreign
06,97,US,Total Migration-US,523178,880978,60779255,US,Total Migration-US
06,06,CA,California,15187730,30007256,1874895881,CA,California
06,48,TX,Texas,54136,106882,7901692,TX,Texas
06,04,AZ,Arizona,32864,57857,3299502,AZ,Arizona
06,32,NV,Nevada,30571,52332,4120848,NV,Nevada
06,53,WA,Washington,27550,44160,3854988,WA,Washington
06,12,FL,Florida,24011,42412,4490657,FL,Florida
06,36,NY,New York,19656,25453,3356864,NY,New York
06,41,OR,Oregon,19288,30421,2020478,OR,Oregon
06,08,CO,Colorado,15585,24864,2012297,CO,Colorado
06,47,TN,Tennessee,13086,27295,1891495,TN,Tennessee
06,37,NC,North Carolina,11482,21983,1308629,NC,North Carolina
06,16,ID,Idaho,10405,21408,1312803,ID,Idaho
06,13,GA,Georgia,9962,18479,975710,GA,Georgia
06,51,VA,Virginia,9500,17848,1060789,VA,Virginia
06,17,IL,Illinois,9284,14486,1512360,IL,Illinois
06,49,UT,Utah,8863,16645,1394119,UT,Utah
06,25,MA,Massachusetts,6311,9344,1152200,MA,Massachusetts
06,15,HI,Hawaii,6123,10576,834153,HI,Hawaii
06,42,PA,Pennsylvania,6021,9561,686363,PA,Pennsylvania
06,39,OH,Ohio,5544,9480,551896,OH,Ohio
06,26,MI,Michigan,5168,8808,600996,MI,Michigan
06,40,OK,Oklahoma,5069,10301,335215,OK,Oklahoma
06,29,MO,Missouri,5029,9629,429702,MO,Missouri
06,34,NJ,New Jersey,4958,7814,811489,NJ,New Jersey
06,45,SC,South Carolina,4851,9949,534271,SC,South Carolina
06,24,MD,Maryland,4450,7696,492017,MD,Maryland
06,18,IN,Indiana,3776,7073,324233,IN,Indiana
06,27,MN,Minnesota,3697,6363,378249,MN,Minnesota
06,35,NM,New Mexico,3643,6164,353402,NM,New Mexico
06,57,,,3514,7460,271979,,
06,05,AR,Arkansas,3311,6728,262375,AR,Arkansas
06,30,MT,Montana,3268,5878,543225,MT,Montana
06,55,WI,Wisconsin,3176,5435,308833,WI,Wisconsin
06,01,AL,Alabama,2768,5422,253786,AL,Alabama
06,21,KY,Kentucky,2507,4801,227155,KY,Kentucky
06,20,KS,Kansas,2475,4626,172709,KS,Kansas
06,09,CT,Connecticut,2320,3877,424068,CT,Connecticut
06,22,LA,Louisiana,2186,3761,160317,LA,Louisiana
06,11,DC,District Of Columbia,1931,2407,300833,DC,District Of Columbia
06,19,IA,Iowa,1886,3342,142091,IA,Iowa
06,31,NE,Nebraska,1590,3012,111505,NE,Nebraska
06,46,SD,South Dakota,1479,2788,144801,SD,South Dakota
06,56,WY,Wyoming,1368,2498,388694,WY,Wyoming
06,02,AK,Alaska,1336,2296,90403,AK,Alaska
06,28,MS,Mississippi,1279,2380,91744,MS,Mississippi
06,23,ME,Maine,1064,1772,112503,ME,Maine
06,33,NH,New Hampshire,1016,1687,207879,NH,New Hampshire
06,44,RI,Rhode Island,850,1363,94105,RI,Rhode Island
06,38,ND,North Dakota,757,1434,43948,ND,North Dakota
06,50,VT,Vermont,580,978,72722,VT,Vermont
06,10,DE,Delaware,574,968,67397,DE,Delaware
06,54,WV,West Virginia,534,952,46964,WV,West Virginia
08,96,US+FO,Total Migration-US and Foreign,118703,203450,10920500,US+FO,Total Migration-US and Foreign
08,97,US,Total Migration-US,117815,201494,10852638,US,Total Migration-US
08,98,FO,Total Migration-Foreign,888,1956,67862,FO,Total Migration-Foreign
08,97,US,Total Migration-US,146724,231614,11776728,US,Total Migration-US
08,08,CO,Colorado,2193326,4281326,257200326,CO,Colorado
08,48,TX,Texas,13576,25101,1155672,TX,Texas
08,12,FL,Florida,10381,18289,1283276,FL,Florida
08,06,CA,California,9895,14929,1046599,CA,California
08,04,AZ,Arizona,6230,10295,657465,AZ,Arizona
08,53,WA,Washington,4149,6473,364142,WA,Washington
08,37,NC,North Carolina,3647,6651,388860,NC,North Carolina
08,36,NY,New York,3185,4511,301506,NY,New York
08,17,IL,Illinois,3077,4601,244352,IL,Illinois
08,35,NM,New Mexico,3072,5143,209442,NM,New Mexico
08,29,MO,Missouri,2935,5278,219089,MO,Missouri
08,13,GA,Georgia,2892,5423,235913,GA,Georgia
08,40,OK,Oklahoma,2702,5164,187436,OK,Oklahoma
08,47,TN,Tennessee,2693,4942,240666,TN,Tennessee
08,51,VA,Virginia,2692,4780,260978,VA,Virginia
08,20,KS,Kansas,2457,4721,164628,KS,Kansas
08,49,UT,Utah,2446,4321,205675,UT,Utah
08,56,WY,Wyoming,2443,4260,257278,WY,Wyoming
08,41,OR,Oregon,2411,3605,205116,OR,Oregon
08,26,MI,Michigan,2257,3762,182105,MI,Michigan
08,39,OH,Ohio,2204,3755,168928,OH,Ohio
08,31,NE,Nebraska,2162,3853,150495,NE,Nebraska
08,27,MN,Minnesota,2095,3463,168302,MN,Minnesota
08,42,PA,Pennsylvania,2023,3294,179762,PA,Pennsylvania
08,32,NV,Nevada,1931,3167,323941,NV,Nevada
08,55,WI,Wisconsin,1862,3063,143380,WI,Wisconsin
08,45,SC,South Carolina,1783,3311,159680,SC,South Carolina
08,30,MT,Montana,1551,2497,154929,MT,Montana
08,18,IN,Indiana,1475,2558,123191,IN,Indiana
08,19,IA,Iowa,1442,2422,97833,IA,Iowa
08,25,MA,Massachusetts,1345,1823,129643,MA,Massachusetts
08,05,AR,Arkansas,1324,2574,105360,AR,Arkansas
08,01,AL,Alabama,1275,2474,108600,AL,Alabama
08,16,ID,Idaho,1229,2218,104505,ID,Idaho
08,46,SD,South Dakota,1160,2027,106902,SD,South Dakota
08,24,MD,Maryland,1152,1970,110342,MD,Maryland
08,15,HI,Hawaii,1013,1857,89431,HI,Hawaii
08,21,KY,Kentucky,956,1835,67343,KY,Kentucky
08,34,NJ,New Jersey,941,1430,85668,NJ,New Jersey
08,22,LA,Louisiana,938,1595,74582,LA,Louisiana
08,57,,,888,1956,67862,,
08,09,CT,Connecticut,643,972,51796,CT,Connecticut
08,02,AK,Alaska,618,1130,44001,AK,Alaska
08,23,ME,Maine,573,961,54630,ME,Maine
08,28,MS,Mississippi,570,1121,36246,MS,Mississippi
08,38,ND,North Dakota,526,959,31742,ND,North Dakota
08,33,NH,New Hampshire,457,720,43529,NH,New Hampshire
08,11,DC,District Of Columbia,408,509,40627,DC,District Of Columbia
08,50,VT,Vermont,361,585,32003,VT,Vermont
08,54,WV,West Virginia,287,477,18900,WV,West Virginia
08,44,RI,Rhode Island,199,341,19108,RI,Rhode Island
08,10,DE,Delaware,172,284,17045,DE,Delaware
09,96,US+FO,Total Migration-US and Foreign,56400,89213,7877796,US+FO,Total Migration-US and Foreign
09,97,US,Total Migration-US,55648,88096,7859003,US,Total Migration-US
09,98,FO,Total Migration-Foreign,752,1117,18794,FO,Total Migration-Foreign
09,97,US,Total Migration-US,36894,58269,2864092,US,Total Migration-US
09,09,CT,Connecticut,1446297,2773488,198713915,CT,Connecticut
09,36,NY,New York,9991,14022,1704283,NY,New York
09,12,FL,Florida,9328,16262,2076419,FL,Florida
09,25,MA,Massachusetts,5895,8106,643754,MA,Massachusetts
09,06,CA,California,2736,3954,332275,CA,California
09,48,TX,Texas,2732,4686,220476,TX,Texas
09,37,NC,North Carolina,2630,4693,342896,NC,North Carolina
09,34,NJ,New Jersey,2071,3320,236088,NJ,New Jersey
09,45,SC,South Carolina,1910,3506,224071,SC,South Carolina
09,42,PA,Pennsylvania,1694,2687,173033,PA,Pennsylvania
09,51,VA,Virginia,1524,2566,157438,VA,Virginia
09,13,GA,Georgia,1524,2807,135269,GA,Georgia
09,44,RI,Rhode Island,1453,2127,151211,RI,Rhode Island
09,08,CO,Colorado,946,1310,111930,CO,Colorado
09,33,NH,New Hampshire,930,1424,124055,NH,New Hampshire
09,23,ME,Maine,884,1345,90853,ME,Maine
09,24,MD,Maryland,806,1316,88173,MD,Maryland
09,57,,,752,1117,18794,,
09,47,TN,Tennessee,744,1297,127072,TN,Tennessee
09,17,IL,Illinois,692,1013,69438,IL,Illinois
09,53,WA,Washington,683,1065,74959,WA,Washington
09,04,AZ,Arizona,632,933,99965,AZ,Arizona
09,50,VT,Vermont,601,941,71516,VT,Vermont
09,39,OH,Ohio,587,1000,46686,OH,Ohio
09,11,DC,District Of Columbia,432,500,40151,DC,District Of Columbia
09,26,MI,Michigan,426,724,40669,MI,Michigan
09,10,DE,Delaware,265,448,32770,DE,Delaware
09,18,IN,Indiana,255,479,19349,IN,Indiana
09,41,OR,Oregon,248,343,20337,OR,Oregon
09,49,UT,Utah,244,403,26897,UT,Utah
09,32,NV,Nevada,243,392,41033,NV,Nevada
09,15,HI,Hawaii,234,448,19817,HI,Hawaii
09,29,MO,Missouri,228,387,22933,MO,Missouri
09,01,AL,Alabama,228,422,22341,AL,Alabama
09,27,MN,Minnesota,215,327,21703,MN,Minnesota
09,55,WI,Wisconsin,211,377,17664,WI,Wisconsin
09,21,KY,Kentucky,162,274,23440,KY,Kentucky
09,22,LA,Louisiana,141,237,14429,LA,Louisiana
09,40,OK,Oklahoma,114,233,8570,OK,Oklahoma
09,35,NM,New Mexico,111,177,9739,NM,New Mexico
09,19,IA,Iowa,100,162,6541,IA,Iowa
09,20,KS,Kansas,99,165,6911,KS,Kansas
09,05,AR,Arkansas,96,194,11723,AR,Arkansas
09,54,WV,West Virginia,89,146,8059,WV,West Virginia
09,28,MS,Mississippi,87,151,5284,MS,Mississippi
09,30,MT,Montana,86,155,22518,MT,Montana
09,16,ID,Idaho,71,144,4213,ID,Idaho
09,02,AK,Alaska,69,105,3648,AK,Alaska
09,31,NE,Nebraska,65,102,3600,NE,Nebraska
09,46,SD,South Dakota,65,109,5984,SD,South Dakota
09,56,WY,Wyoming,42,66,95913,WY,Wyoming
09,38,ND,North Dakota,29,46,905,ND,North Dakota
10,96,US+FO,Total Migration-US and Foreign,17383,29327,1519026,US+FO,Total Migration-US and Foreign
10,97,US,Total Migration-US,17230,29043,1512740,US,Total Migration-US
10,98,FO,Total Migration-Foreign,153,284,6286,FO,Total Migration-Foreign
10,97,US,Total Migration-US,4597,8156,304508,US,Total Migration-US
10,10,DE,Delaware,389013,752742,35089485,DE,Delaware
10,42,PA,Pennsylvania,3691,6096,371336,PA,Pennsylvania
10,24,MD,Maryland,3014,5032,207957,MD,Maryland
10,12,FL,Florida,1807,3127,232892,FL,Florida
10,34,NJ,New Jersey,1247,1980,104074,NJ,New Jersey
10,51,VA,Virginia,852,1491,66963,VA,Virginia
10,36,NY,New York,800,1220,65830,NY,New York
10,37,NC,North Carolina,732,1308,59443,NC,North Carolina
10,48,TX,Texas,667,1326,57990,TX,Texas
10,13,GA,Georgia,466,839,26373,GA,Georgia
10,06,CA,California,465,677,37996,CA,California
10,45,SC,South Carolina,400,714,38570,SC,South Carolina
10,25,MA,Massachusetts,237,352,22964,MA,Massachusetts
10,47,TN,Tennessee,221,400,18121,TN,Tennessee
10,39,OH,Ohio,212,372,14516,OH,Ohio
10,08,CO,Colorado,186,286,13807,CO,Colorado
10,04,AZ,Arizona,182,309,18229,AZ,Arizona
10,53,WA,Washington,164,266,15556,WA,Washington
10,57,,,153,284,6286,,
10,17,IL,Illinois,151,280,10149,IL,Illinois
10,11,DC,District Of Columbia,120,159,13668,DC,District Of Columbia
10,18,IN,Indiana,117,207,5721,IN,Indiana
10,09,CT,Connecticut,112,177,8506,CT,Connecticut
10,26,MI,Michigan,103,165,6141,MI,Michigan
10,01,AL,Alabama,89,187,7596,AL,Alabama
10,54,WV,West Virginia,84,142,4881,WV,West Virginia
10,32,NV,Nevada,78,120,6214,NV,Nevada
10,29,MO,Missouri,76,140,4480,MO,Missouri
10,21,KY,Kentucky,70,128,3716,KY,Kentucky
10,23,ME,Maine,69,119,11796,ME,Maine
10,41,OR,Oregon,60,93,4814,OR,Oregon
10,49,UT,Utah,58,113,5494,UT,Utah
10,22,LA,Louisiana,55,95,3438,LA,Louisiana
10,55,WI,Wisconsin,53,71,3009,WI,Wisconsin
10,40,OK,Oklahoma,52,102,2795,OK,Oklahoma
10,15,HI,Hawaii,47,91,3993,HI,Hawaii
10,35,NM,New Mexico,44,88,3137,NM,New Mexico
10,33,NH,New Hampshire,43,66,3765,NH,New Hampshire
10,27,MN,Minnesota,43,71,2067,MN,Minnesota
10,05,AR,Arkansas,43,82,2457,AR,Arkansas
10,28,MS,Mississippi,37,69,1842,MS,Mississippi
10,50,VT,Vermont,36,52,3335,VT,Vermont
10,19,IA,Iowa,36,65,1870,IA,Iowa
10,20,KS,Kansas,36,63,2113,KS,Kansas
10,44,RI,Rhode Island,35,54,2908,RI,Rhode Island
10,16,ID,Idaho,30,47,1866,ID,Idaho
10,02,AK,Alaska,26,45,2034,AK,Alaska
10,46,SD,South Dakota,19,39,1527,SD,South Dakota
10,30,MT,Montana,19,29,2179,MT,Montana
10,56,WY,Wyoming,17,25,1124,WY,Wyoming
10,38,ND,North Dakota,15,40,670,ND,North Dakota
10,31,NE,Nebraska,14,24,819,NE,Nebraska
11,96,US+FO,Total Migration-US and Foreign,32930,47345,4265837,US+FO,Total Migration-US and Foreign
11,97,US,Total Migration-US,32602,46615,4211641,US,Total Migration-US
11,98,FO,Total Migration-Foreign,328,730,54196,FO,Total Migration-Foreign
11,11,DC,District Of Columbia,262311,427413,38827102,DC,District Of Columbia
11,24,MD,Maryland,10005,16605,1055055,MD,Maryland
11,51,VA,Virginia,6481,9136,888469,VA,Virginia
11,36,NY,New York,2423,2747,296409,NY,New York
11,06,CA,California,2033,2566,260550,CA,California
11,12,FL,Florida,1321,1782,351829,FL,Florida
11,42,PA,Pennsylvania,982,1239,109599,PA,Pennsylvania
11,48,TX,Texas,931,1245,127377,TX,Texas
11,25,MA,Massachusetts,833,1049,126130,MA,Massachusetts
11,37,NC,North Carolina,820,1160,83551,NC,North Carolina
11,17,IL,Illinois,683,826,83555,IL,Illinois
11,08,CO,Colorado,604,794,107141,CO,Colorado
11,13,GA,Georgia,586,818,56229,GA,Georgia
11,34,NJ,New Jersey,481,612,56246,NJ,New Jersey
11,53,WA,Washington,447,575,51773,WA,Washington
11,39,OH,Ohio,337,455,35628,OH,Ohio
11,57,,,328,730,54196,,
11,45,SC,South Carolina,279,386,38089,SC,South Carolina
11,26,MI,Michigan,266,343,33389,MI,Michigan
11,09,CT,Connecticut,266,351,71680,CT,Connecticut
11,47,TN,Tennessee,247,326,30730,TN,Tennessee
