y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
AL,Alabama,01,96,US+FO,AL Total Migration-US and Foreign,56085,104560,3739204
AL,Alabama,01,97,US,Total Migration-US,55369,102902,3680222
AL,Alabama,01,98,FO,Total Migration-Foreign,716,1658,58981
AL,Alabama,01,97,US,AL Total Migration-Same State,64836,120055,3691289
AL,Alabama,01,01,AL,AL Non-migrants,1713388,3550021,139765985
AL,Alabama,01,13,GA,Georgia,9224,17174,563162
AL,Alabama,01,12,FL,Florida,8410,15260,514048
AL,Alabama,01,47,TN,Tennessee,4905,8763,324148
AL,Alabama,01,48,TX,Texas,3748,7120,269155
AL,Alabama,01,28,MS,Mississippi,3287,5847,182236
AL,Alabama,01,06,CA,California,2342,4462,173793
AL,Alabama,01,37,NC,North Carolina,1692,3194,111163
AL,Alabama,01,51,VA,Virginia,1548,3108,140656
AL,Alabama,01,22,LA,Louisiana,1375,2549,93377
AL,Alabama,01,17,IL,Illinois,1301,2370,92320
AL,Alabama,01,08,CO,Colorado,1261,2360,98511
AL,Alabama,01,45,SC,South Carolina,1114,2035,73384
AL,Alabama,01,36,NY,New York,1094,1924,70956
AL,Alabama,01,39,OH,Ohio,1064,1923,66703
AL,Alabama,01,26,MI,Michigan,952,1753,51578
AL,Alabama,01,21,KY,Kentucky,925,1769,65091
AL,Alabama,01,18,IN,Indiana,911,1765,56559
AL,Alabama,01,53,WA,Washington,814,1603,61784
AL,Alabama,01,42,PA,Pennsylvania,807,1465,60940
AL,Alabama,01,29,MO,Missouri,776,1423,53772
AL,Alabama,01,04,AZ,Arizona,748,1416,51751
AL,Alabama,01,57,FR,Foreign,716,1658,58981
AL,Alabama,01,24,MD,Maryland,599,1087,50761
AL,Alabama,01,05,AR,Arkansas,513,1002,32906
AL,Alabama,01,40,OK,Oklahoma,437,861,29966
AL,Alabama,01,34,NJ,New Jersey,425,721,30953
AL,Alabama,01,32,NV,Nevada,388,776,26431
AL,Alabama,01,20,KS,Kansas,381,809,24525
AL,Alabama,01,55,WI,Wisconsin,373,654,24578
AL,Alabama,01,49,UT,Utah,342,754,26718
AL,Alabama,01,25,MA,Massachusetts,334,541,23920
AL,Alabama,01,27,MN,Minnesota,314,562,24083
AL,Alabama,01,41,OR,Oregon,284,519,19701
AL,Alabama,01,09,CT,Connecticut,267,480,21540
AL,Alabama,01,19,IA,Iowa,247,475,15181
AL,Alabama,01,15,HI,Hawaii,245,556,18709
AL,Alabama,01,02,AK,Alaska,234,501,16801
AL,Alabama,01,35,NM,New Mexico,221,429,14736
AL,Alabama,01,54,WV,West Virginia,188,341,13360
AL,Alabama,01,31,NE,Nebraska,181,370,12296
AL,Alabama,01,16,ID,Idaho,169,363,11154
AL,Alabama,01,30,MT,Montana,138,281,8866
AL,Alabama,01,33,NH,New Hampshire,110,202,8577
AL,Alabama,01,23,ME,Maine,107,191,6391
AL,Alabama,01,46,SD,South Dakota,104,203,6972
AL,Alabama,01,38,ND,North Dakota,96,228,6367
AL,Alabama,01,11,DC,District of Columbia,89,141,8711
AL,Alabama,01,56,WY,Wyoming,87,214,5427
AL,Alabama,01,10,DE,Delaware,74,135,5659
AL,Alabama,01,44,RI,Rhode Island,65,117,5055
AL,Alabama,01,50,VT,Vermont,59,106,4793
AK,Alaska,02,96,US+FO,AK Total Migration-US and Foreign,15109,26621,955014
AK,Alaska,02,97,US,Total Migration-US,14629,25599,925909
AK,Alaska,02,98,FO,Total Migration-Foreign,480,1022,29106
AK,Alaska,02,97,US,AK Total Migration-Same State,6034,10864,426337
AK,Alaska,02,02,AK,AK Non-migrants,272797,546168,26772183
AK,Alaska,02,06,CA,California,1363,2248,86280
AK,Alaska,02,53,WA,Washington,1310,2203,91260
AK,Alaska,02,48,TX,Texas,1256,2433,86950
AK,Alaska,02,12,FL,Florida,866,1502,48818
AK,Alaska,02,08,CO,Colorado,625,1054,43218
AK,Alaska,02,04,AZ,Arizona,612,1032,42478
AK,Alaska,02,41,OR,Oregon,607,967,38219
AK,Alaska,02,57,FR,Foreign,480,1022,29106
AK,Alaska,02,51,VA,Virginia,466,823,29682
AK,Alaska,02,37,NC,North Carolina,455,903,27037
AK,Alaska,02,13,GA,Georgia,415,798,22433
AK,Alaska,02,36,NY,New York,342,534,20503
AK,Alaska,02,49,UT,Utah,324,607,23966
AK,Alaska,02,16,ID,Idaho,311,560,18276
AK,Alaska,02,42,PA,Pennsylvania,286,450,15169
AK,Alaska,02,32,NV,Nevada,286,492,22119
AK,Alaska,02,39,OH,Ohio,286,481,15166
AK,Alaska,02,30,MT,Montana,271,471,20640
AK,Alaska,02,15,HI,Hawaii,267,512,15980
AK,Alaska,02,26,MI,Michigan,258,400,14546
AK,Alaska,02,47,TN,Tennessee,258,499,16014
AK,Alaska,02,17,IL,Illinois,257,400,16232
AK,Alaska,02,27,MN,Minnesota,244,358,14444
AK,Alaska,02,29,MO,Missouri,231,445,12086
AK,Alaska,02,40,OK,Oklahoma,226,460,14518
AK,Alaska,02,01,AL,Alabama,210,403,12585
AK,Alaska,02,45,SC,South Carolina,204,378,11676
AK,Alaska,02,55,WI,Wisconsin,195,307,11249
AK,Alaska,02,20,KS,Kansas,172,382,10767
AK,Alaska,02,35,NM,New Mexico,170,320,10750
AK,Alaska,02,24,MD,Maryland,163,250,11752
AK,Alaska,02,22,LA,Louisiana,150,337,9821
AK,Alaska,02,18,IN,Indiana,148,237,9247
AK,Alaska,02,25,MA,Massachusetts,137,204,8245
AK,Alaska,02,56,WY,Wyoming,136,225,8840
AK,Alaska,02,34,NJ,New Jersey,127,190,6897
AK,Alaska,02,21,KY,Kentucky,118,232,7263
AK,Alaska,02,05,AR,Arkansas,113,200,5630
AK,Alaska,02,19,IA,Iowa,94,169,4945
AK,Alaska,02,28,MS,Mississippi,92,177,5727
AK,Alaska,02,46,SD,South Dakota,85,150,5998
AK,Alaska,02,31,NE,Nebraska,82,152,4761
AK,Alaska,02,23,ME,Maine,81,142,4444
AK,Alaska,02,38,ND,North Dakota,75,127,4013
AK,Alaska,02,09,CT,Connecticut,65,94,3459
AK,Alaska,02,54,WV,West Virginia,41,60,2217
AK,Alaska,02,33,NH,New Hampshire,41,64,2669
AK,Alaska,02,50,VT,Vermont,35,43,1778
AK,Alaska,02,10,DE,Delaware,31,59,1766
AK,Alaska,02,11,DC,District of Columbia,22,33,2419
AK,Alaska,02,44,RI,Rhode Island,20,32,958
AZ,Arizona,04,96,US+FO,AZ Total Migration-US and Foreign,123310,205637,10765867
AZ,Arizona,04,97,US,Total Migration-US,121675,202429,10646219
AZ,Arizona,04,98,FO,Total Migration-Foreign,1635,3208,119647
AZ,Arizona,04,97,US,AZ Total Migration-Same State,49536,87245,3063368
AZ,Arizona,04,04,AZ,AZ Non-migrants,2751830,5449252,252563347
AZ,Arizona,04,06,CA,California,28402,47885,2486771
AZ,Arizona,04,48,TX,Texas,8463,14676,711046
AZ,Arizona,04,53,WA,Washington,8011,13636,899193
AZ,Arizona,04,08,CO,Colorado,6012,9585,584461
AZ,Arizona,04,17,IL,Illinois,5528,8751,624306
AZ,Arizona,04,12,FL,Florida,4682,7446,384377
AZ,Arizona,04,32,NV,Nevada,4057,6991,315619
AZ,Arizona,04,41,OR,Oregon,4007,6453,392021
AZ,Arizona,04,35,NM,New Mexico,3435,5969,207629
AZ,Arizona,04,49,UT,Utah,3210,6079,245919
AZ,Arizona,04,27,MN,Minnesota,3090,4889,410711
AZ,Arizona,04,36,NY,New York,2879,4349,246817
AZ,Arizona,04,26,MI,Michigan,2568,4178,202882
AZ,Arizona,04,55,WI,Wisconsin,2415,3871,183404
AZ,Arizona,04,39,OH,Ohio,2314,3749,187626
AZ,Arizona,04,42,PA,Pennsylvania,1968,3037,186879
AZ,Arizona,04,51,VA,Virginia,1804,3039,175795
AZ,Arizona,04,37,NC,North Carolina,1804,3062,129285
AZ,Arizona,04,13,GA,Georgia,1802,3177,125144
AZ,Arizona,04,16,ID,Idaho,1745,3043,122048
AZ,Arizona,04,18,IN,Indiana,1741,2862,134822
