y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
AL,Alabama,01,96,US+FO,AL Total Migration-US and Foreign,56212,108674,4021978
AL,Alabama,01,97,US,Total Migration-US,55653,107306,3981924
AL,Alabama,01,98,FO,Total Migration-Foreign,559,1368,40054
AL,Alabama,01,97,US,AL Total Migration-Same State,63832,119588,3790740
AL,Alabama,01,01,AL,AL Non-migrants,1670844,3472380,134752668
AL,Alabama,01,13,GA,Georgia,8895,17200,603840
AL,Alabama,01,12,FL,Florida,8102,15094,545215
AL,Alabama,01,47,TN,Tennessee,4776,8923,336290
AL,Alabama,01,48,TX,Texas,3925,7799,286378
AL,Alabama,01,28,MS,Mississippi,3014,5669,170188
AL,Alabama,01,06,CA,California,2768,5422,253786
AL,Alabama,01,37,NC,North Carolina,1739,3381,125813
AL,Alabama,01,51,VA,Virginia,1540,3274,150479
AL,Alabama,01,22,LA,Louisiana,1522,2930,121355
AL,Alabama,01,17,IL,Illinois,1452,2770,113261
AL,Alabama,01,08,CO,Colorado,1275,2474,108600
AL,Alabama,01,36,NY,New York,1128,2035,73440
AL,Alabama,01,39,OH,Ohio,1125,2090,72640
AL,Alabama,01,45,SC,South Carolina,1005,1939,70800
AL,Alabama,01,53,WA,Washington,925,1959,78258
AL,Alabama,01,26,MI,Michigan,918,1691,53919
AL,Alabama,01,18,IN,Indiana,889,1697,51170
AL,Alabama,01,21,KY,Kentucky,883,1754,53700
AL,Alabama,01,04,AZ,Arizona,832,1664,62804
AL,Alabama,01,29,MO,Missouri,797,1536,52462
AL,Alabama,01,42,PA,Pennsylvania,776,1472,55698
AL,Alabama,01,24,MD,Maryland,697,1334,57408
AL,Alabama,01,57,FR,Foreign,559,1368,40054
AL,Alabama,01,05,AR,Arkansas,499,943,32419
AL,Alabama,01,40,OK,Oklahoma,452,955,28538
AL,Alabama,01,32,NV,Nevada,438,846,34626
AL,Alabama,01,55,WI,Wisconsin,432,752,26309
AL,Alabama,01,34,NJ,New Jersey,414,765,32423
AL,Alabama,01,20,KS,Kansas,402,863,26340
AL,Alabama,01,41,OR,Oregon,336,635,20903
AL,Alabama,01,27,MN,Minnesota,334,608,29693
AL,Alabama,01,25,MA,Massachusetts,322,559,26978
AL,Alabama,01,49,UT,Utah,319,709,27155
AL,Alabama,01,19,IA,Iowa,307,607,20847
AL,Alabama,01,35,NM,New Mexico,259,549,20703
AL,Alabama,01,15,HI,Hawaii,248,593,16661
AL,Alabama,01,02,AK,Alaska,233,518,17161
AL,Alabama,01,09,CT,Connecticut,228,422,22341
AL,Alabama,01,31,NE,Nebraska,180,396,14099
AL,Alabama,01,16,ID,Idaho,171,394,9445
AL,Alabama,01,54,WV,West Virginia,169,329,10119
AL,Alabama,01,30,MT,Montana,125,256,8559
AL,Alabama,01,33,NH,New Hampshire,114,240,9445
AL,Alabama,01,23,ME,Maine,108,200,5771
AL,Alabama,01,11,DC,District of Columbia,108,146,10129
AL,Alabama,01,38,ND,North Dakota,104,213,8050
AL,Alabama,01,56,WY,Wyoming,98,201,6277
AL,Alabama,01,10,DE,Delaware,89,187,7596
AL,Alabama,01,46,SD,South Dakota,71,125,3901
AL,Alabama,01,44,RI,Rhode Island,62,109,5317
AL,Alabama,01,50,VT,Vermont,48,79,2616
AK,Alaska,02,96,US+FO,AK Total Migration-US and Foreign,14745,27607,973284
AK,Alaska,02,97,US,Total Migration-US,14307,26567,944024
AK,Alaska,02,98,FO,Total Migration-Foreign,438,1040,29260
AK,Alaska,02,97,US,AK Total Migration-Same State,6377,11742,438393
AK,Alaska,02,02,AK,AK Non-migrants,266296,535471,25519259
AK,Alaska,02,53,WA,Washington,1365,2444,103542
AK,Alaska,02,06,CA,California,1336,2296,90403
AK,Alaska,02,48,TX,Texas,1157,2379,82539
AK,Alaska,02,12,FL,Florida,715,1303,43641
AK,Alaska,02,04,AZ,Arizona,637,1199,46025
AK,Alaska,02,41,OR,Oregon,634,1070,38007
AK,Alaska,02,08,CO,Colorado,618,1130,44001
AK,Alaska,02,13,GA,Georgia,463,978,27339
AK,Alaska,02,37,NC,North Carolina,454,947,26757
AK,Alaska,02,57,FR,Foreign,438,1040,29260
AK,Alaska,02,51,VA,Virginia,394,754,29879
AK,Alaska,02,49,UT,Utah,346,683,20796
AK,Alaska,02,16,ID,Idaho,319,549,19011
AK,Alaska,02,32,NV,Nevada,311,554,19775
AK,Alaska,02,36,NY,New York,310,492,19561
AK,Alaska,02,30,MT,Montana,309,569,20272
AK,Alaska,02,15,HI,Hawaii,289,582,22163
AK,Alaska,02,27,MN,Minnesota,264,430,15826
AK,Alaska,02,47,TN,Tennessee,256,522,16117
AK,Alaska,02,39,OH,Ohio,256,427,15782
AK,Alaska,02,42,PA,Pennsylvania,251,430,17385
AK,Alaska,02,26,MI,Michigan,244,412,13739
AK,Alaska,02,17,IL,Illinois,224,380,17071
AK,Alaska,02,29,MO,Missouri,214,427,12822
AK,Alaska,02,55,WI,Wisconsin,211,357,14361
AK,Alaska,02,40,OK,Oklahoma,204,458,12425
AK,Alaska,02,01,AL,Alabama,199,453,11162
AK,Alaska,02,45,SC,South Carolina,189,337,10316
AK,Alaska,02,20,KS,Kansas,183,431,11860
AK,Alaska,02,24,MD,Maryland,168,311,11723
AK,Alaska,02,35,NM,New Mexico,159,313,10315
AK,Alaska,02,21,KY,Kentucky,157,351,8958
AK,Alaska,02,22,LA,Louisiana,152,280,8586
AK,Alaska,02,18,IN,Indiana,143,283,9807
AK,Alaska,02,34,NJ,New Jersey,119,185,6551
AK,Alaska,02,05,AR,Arkansas,104,205,5998
AK,Alaska,02,25,MA,Massachusetts,103,151,6773
AK,Alaska,02,56,WY,Wyoming,100,191,7052
AK,Alaska,02,28,MS,Mississippi,90,157,4633
AK,Alaska,02,38,ND,North Dakota,90,164,5568
AK,Alaska,02,19,IA,Iowa,80,122,4164
AK,Alaska,02,46,SD,South Dakota,74,151,5847
AK,Alaska,02,31,NE,Nebraska,70,135,4785
AK,Alaska,02,09,CT,Connecticut,69,105,3648
AK,Alaska,02,23,ME,Maine,60,104,3690
AK,Alaska,02,54,WV,West Virginia,51,108,2493
AK,Alaska,02,33,NH,New Hampshire,49,83,2995
AK,Alaska,02,50,VT,Vermont,41,55,2114
AK,Alaska,02,11,DC,District of Columbia,26,37,2185
AK,Alaska,02,10,DE,Delaware,26,45,2034
AK,Alaska,02,44,RI,Rhode Island,24,38,1528
AZ,Arizona,04,96,US+FO,AZ Total Migration-US and Foreign,131212,226615,12760040
AZ,Arizona,04,97,US,Total Migration-US,130273,224640,12701020
AZ,Arizona,04,98,FO,Total Migration-Foreign,939,1975,59020
AZ,Arizona,04,97,US,AZ Total Migration-Same State,51833,92535,3194968
AZ,Arizona,04,04,AZ,AZ Non-migrants,2665355,5315062,245226628
AZ,Arizona,04,06,CA,California,32864,57857,3299502
AZ,Arizona,04,53,WA,Washington,9204,16600,1068058
AZ,Arizona,04,48,TX,Texas,8008,14401,724601
AZ,Arizona,04,17,IL,Illinois,6353,10558,746742
AZ,Arizona,04,08,CO,Colorado,6230,10295,657465
