y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
AL,Alabama,01,96,US+FO,AL Total Migration-US and Foreign,52265,107231,3341679
AL,Alabama,01,97,US,Total Migration-US,51586,105521,3297568
AL,Alabama,01,98,FO,Total Migration-Foreign,679,1710,44112
AL,Alabama,01,97,US,AL Total Migration-Same State,63266,129762,3419262
AL,Alabama,01,01,AL,AL Non-migrants,1590633,3498183,111701780
AL,Alabama,01,13,GA,Georgia,8322,17282,488504
AL,Alabama,01,12,FL,Florida,7585,14806,415647
AL,Alabama,01,47,TN,Tennessee,4338,8690,258108
AL,Alabama,01,48,TX,Texas,3544,7514,272788
AL,Alabama,01,28,MS,Mississippi,3082,6229,184781
AL,Alabama,01,06,CA,California,2282,4593,182022
AL,Alabama,01,37,NC,North Carolina,1670,3503,104636
AL,Alabama,01,51,VA,Virginia,1559,3453,142140
AL,Alabama,01,22,LA,Louisiana,1346,2700,84901
AL,Alabama,01,17,IL,Illinois,1331,2694,99006
AL,Alabama,01,36,NY,New York,1157,2129,71764
AL,Alabama,01,45,SC,South Carolina,1150,2339,73338
AL,Alabama,01,39,OH,Ohio,1093,2241,64945
AL,Alabama,01,08,CO,Colorado,1019,2126,65774
AL,Alabama,01,26,MI,Michigan,1001,2052,55659
AL,Alabama,01,21,KY,Kentucky,912,1964,55160
AL,Alabama,01,18,IN,Indiana,790,1658,47280
AL,Alabama,01,29,MO,Missouri,789,1598,48153
AL,Alabama,01,53,WA,Washington,745,1641,54515
AL,Alabama,01,42,PA,Pennsylvania,688,1400,46650
AL,Alabama,01,57,FR,Foreign,679,1710,44112
AL,Alabama,01,04,AZ,Arizona,639,1288,39907
AL,Alabama,01,24,MD,Maryland,611,1245,52149
AL,Alabama,01,05,AR,Arkansas,490,977,34604
AL,Alabama,01,40,OK,Oklahoma,488,1053,33637
AL,Alabama,01,55,WI,Wisconsin,386,795,22659
AL,Alabama,01,20,KS,Kansas,384,907,23870
AL,Alabama,01,34,NJ,New Jersey,351,642,23179
AL,Alabama,01,32,NV,Nevada,345,752,19754
AL,Alabama,01,25,MA,Massachusetts,296,519,19952
AL,Alabama,01,41,OR,Oregon,262,539,13799
AL,Alabama,01,27,MN,Minnesota,255,483,17465
AL,Alabama,01,15,HI,Hawaii,249,577,17444
AL,Alabama,01,35,NM,New Mexico,240,525,18029
AL,Alabama,01,19,IA,Iowa,235,508,15230
AL,Alabama,01,02,AK,Alaska,228,602,15335
AL,Alabama,01,49,UT,Utah,217,512,14524
AL,Alabama,01,54,WV,West Virginia,196,401,13195
AL,Alabama,01,09,CT,Connecticut,179,327,14743
AL,Alabama,01,31,NE,Nebraska,168,379,11759
AL,Alabama,01,16,ID,Idaho,118,242,6724
AL,Alabama,01,46,SD,South Dakota,117,243,5518
AL,Alabama,01,38,ND,North Dakota,105,219,5974
AL,Alabama,01,11,DC,District of Columbia,92,141,9672
AL,Alabama,01,30,MT,Montana,92,180,5667
AL,Alabama,01,23,ME,Maine,89,160,4292
AL,Alabama,01,33,NH,New Hampshire,88,190,6743
AL,Alabama,01,56,WY,Wyoming,85,155,4774
AL,Alabama,01,10,DE,Delaware,79,140,4327
AL,Alabama,01,44,RI,Rhode Island,60,134,4493
AL,Alabama,01,50,VT,Vermont,39,74,2379
